ProductCode,ManufacturerProductCode,ProductTitle,PriceExGST,PriceRRP,ProductCategory,StockOnHand,ProductDescription,ProductManufacturer,PromotionCode,NextAvailableStockDue
U0LW8E,U0LW8E,"HP 4 year 4h 9x5 CLJ M855 HW Support",3769.99,4477.00,"Printer Extended Warranty",0,"HP 4 year 4h 9x5 CLJ M855 HW Support  HP 4 year 4h 9x5 CLJ M855 HW Support;Color LaserJet M855 printer;4 years of hardware support. 4 hour onsite response. 8am-5pm; Standard business days excluding HP holidays.",HP,,
U0LX0E,U0LX0E,"HP 5 year 4h 9x5 CLJ M855 HW Support",4936.27,5862.00,"Printer Extended Warranty",0,"HP 5 year 4h 9x5 CLJ M855 HW Support  HP 5 year 4h 9x5 CLJ M855 HW Support;Color LaserJet M855 printer;5 years of hardware support. 4 hour onsite response. 8am-5pm; Standard business days excluding HP holidays.",HP,,
U0LX2E,U0LX2E,"HP 3 yearNbd + DMRCLJ M855 HW Support",1535.95,1824.00,"Printer Extended Warranty",0,"HP 3 yearNbd + DMRCLJ M855 HW Support  HP 3 yearNbd + DMRCLJ M855 HW Support;Color LaserJet M855;3 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs; excluding HP holidays",HP,,
U0LX3E,U0LX3E,"HP 4 yearNbd + DMRCLJ M855 HW Support",2220.56,2637.00,"Printer Extended Warranty",0,"HP 4 yearNbd + DMRCLJ M855 HW Support  HP 4 yearNbd + DMRCLJ M855 HW Support;Color LaserJet M855;4 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs; excluding HP holidays",HP,,
U0LX4E,U0LX4E,"HP 5 yearNbd + DMRCLJ M855 HW Support",2919.49,3467.00,"Printer Extended Warranty",0,"HP 5 yearNbd + DMRCLJ M855 HW Support  HP 5 yearNbd + DMRCLJ M855 HW Support;Color LaserJet M855;5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs; excluding HP holidays",HP,,
U0MF5E,U0MF5E,"HP 5y Nbd Exch Scanjet 5000s2 Service",314.94,374.00,"Printer Extended Warranty",0,"HP 5y Nbd Exch Scanjet 5000s2 Service  HP 5y Nbd Exch Scanjet 5000s2 Service;Scanjet 5000s2;5 yr Exchange service. HP ships replacement next bus day; 8am-5pm; Std bus days excl HP hol. HP prepays return shipment",HP,,
U0MF6E,U0MF6E,"HP 4y Nbd Exch Scanjet 5000s2 Service",246.73,293.00,"Printer Extended Warranty",0,"HP 4y Nbd Exch Scanjet 5000s2 Service  HP 4y Nbd Exch Scanjet 5000s2 Service;Scanjet 5000s2;4 yr Exchange service. HP ships replacement next bus day; 8am-5pm; Std bus days excl HP hol. HP prepays return shipment",HP,,
U0MF7E,U0MF7E,"HP 4y Nbd Onsite Exch 5000s2 HW Support",325.88,387.00,"Printer Extended Warranty",0,"HP 4y Nbd Onsite Exch 5000s2 HW Support  HP 4y Nbd Onsite Exch 5000s2 HW Support;Scanjet 5000s2;4 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U0QN0E,U0QN0E,"HP 5y Nbd Onsite Exch 5000s2 HW Support",426.93,507.00,"Printer Extended Warranty",0,"HP 5y Nbd Onsite Exch 5000s2 HW Support  HP 5y Nbd Onsite Exch 5000s2 HW Support;Scanjet 5000s2;5 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U0QS1E,U0QS1E,"HP 4 Hour Professional SVC",2770.44,3290.00,"Printer Extended Warranty",0,"HP 4 Hour Professional SVC  HP 4 Hour Professional SVC;Printing Services;Covers 4 hours of GCC engineer time Provides the service remotely or locally Does not include travel expenses",HP,,
U0VE3E,U0VE3E,"HP 3y NextBusDay Onsite/DMR TC Only SVC",33.68,40.00,"Computer Extended Warranty",0,"HP 3y NextBusDay Onsite/DMR TC Only SVC,Thin Client Products 3/3/3 warranty,Hardware Support during standard business hrs w/ Next Business Day onsiteresponse with Defective Media Retention",HP,,
U0VE4E,U0VE4E,"HP 4y NextBusDay Onsite/DMR TC Only SVC",54.60,64.84,"Computer Extended Warranty",0,"HP 4y NextBusDay Onsite/DMR TC Only SVC",HP,,
U0VE5E,U0VE5E,"HP 5y NextBusDay Onsite/DMR TC Only SVC",80.14,95.17,"Computer Extended Warranty",0,"HP 5y NextBusDay Onsite/DMR TC Only SVC",HP,,
U10JZE,U10JZE,"HP 3y 4hr 9x5 Onsite/DMR NB Only Service",257.61,305.93,"Computer Extended Warranty",0,"HP 3y 4hr 9x5 Onsite/DMR NB Only Service,ZBooks 33x Warr,3 yr 4hr 9x5 Onsite HW Support Includes  DMR,excl ext monitor Std bus days/hrs,excluding HP hol",HP,,
U10K0E,U10K0E,"HP 4y 4hr 9x5 Onsite/DMR NB Only Service",270.23,320.91,"Computer Extended Warranty",0,"HP 4y 4hr 9x5 Onsite/DMR NB Only Service,ZBooks 33x Warr,4 yr 4hr 9x5 Onsite HW Support Includes  DMR,excl ext monitor Std bus days/hrs,excluding HP hol",HP,,
U10K1E,U10K1E,"HP 5y 4hr 9x5 Onsite/DMR NB Only Service",493.62,586.19,"Computer Extended Warranty",0,"HP 5y 4hr 9x5 Onsite/DMR NB Only Service,ZBooks 33x Warr,5 yr 4hr 9x5 Onsite HW Support Includes  DMR,excl ext monitor Std bus days/hrs,excluding HP hol",HP,,
U10K2E,U10K2E,"HP 3y 4h 9x5 Onsite Notebook Only HWSupp",194.08,230.48,"Computer Extended Warranty",0,"HP 3y 4h 9x5 Onsite Notebook Only HWSupp,ZBooks 33x Warr,3 years of hardware support,CPU only,4 hour onsite response.  8am-5pm,Standard business days excluding HP holidays.",HP,,
U10K3E,U10K3E,"HP 4y 4h 9x5 Onsite Notebook Only HWSupp",189.33,224.84,"Computer Extended Warranty",0,"HP 4y 4h 9x5 Onsite Notebook Only HWSupp,ZBooks 33x Warr,4 years of hardware support,CPU only,4 hour onsite response.  8am-5pm,Standard business days excluding HP holidays.",HP,,
U10K4E,U10K4E,"HP 5y 4h 9x5 Onsite Notebook Only HWSupp",384.38,456.46,"Computer Extended Warranty",0,"HP 5y 4h 9x5 Onsite Notebook Only HWSupp,ZBooks 33x Warr,5 years of hardware support,CPU only,4 hour onsite response.  8am-5pm,Standard business days excluding HP holidays.",HP,,
U10K5E,U10K5E,"HP 3y Onsite Restore OS NB SVC",55.68,66.12,"Computer Extended Warranty",0,"HP 3y Onsite Restore OS NB SVC,ZBooks 33x Warr,3 year OS Restore SVC Japan only,Standard Business Hours/ Days,excl HP hol",HP,,
U10K6E,U10K6E,"HP 4y Onsite Restore OS NB SVC",185.19,219.92,"Computer Extended Warranty",0,"HP 4y Onsite Restore OS NB SVC,ZBooks 33x Warr,4 year OS Restore SVC Japan only,Standard Business Hours/ Days,excl HP hol",HP,,
U10K7E,U10K7E,"HP 3y NBD Onsite/DMR/Degauss NB Only SVC",50.12,59.52,"Computer Extended Warranty",0,"HP 3y NBD Onsite/DMR/Degauss NB Only SVC,ZBooks 33x Warr,3yr HW Onsite Support,Next Bus Day response w/DMR and Degauss,excludes ext mon,Std Bus hrs/days,excl HP hol",HP,,
U10K8E,U10K8E,"HP 4y NBD Onsite/DMR/Degauss NB Only SVC",172.02,204.27,"Computer Extended Warranty",0,"HP 4y NBD Onsite/DMR/Degauss NB Only SVC,ZBooks 33x Warr,4yr HW Onsite Support,Next Bus Day response w/DMR and Degauss,excludes ext mon,Std Bus hrs/days,excl HP hol",HP,,
U10KBE,U10KBE,"HP 3y 4h 9x5 Onsite/ADP G2/DMR NBOnlySVC",364.50,432.86,"Computer Extended Warranty",0,"HP 3y 4h 9x5 Onsite/ADP G2/DMR NBOnlySVC,ZBooks 33x Warr,3 yr 4hr Onsite HW Support w/ADP and DMR,excl ext mon Std bus days/hrs,excl HP hol",HP,,
U10L4E,U10L4E,"HP 3y 8h Onsite 9x5 HW Support for NB",155.26,184.38,"Computer Extended Warranty",0,"HP 3y 8h Onsite 9x5 HW Support for NB,ZBooks 33x Warr,9x5 hardware support with 8 hour onsite continous effort,Standard business days excluding HP holidays.",HP,,
U10MYE,U10MYE,"HP 4y NBD Onsite/ADP G2 Desktop Only SVC",77.27,91.76,"Computer Extended Warranty",0,"HP 4y NBD Onsite/ADP G2 Desktop Only SVC,DT 2xx G6+ 333 & 4xx G7+ 333 wty,4yr Next Business Day Onsite Notebook only HW Support w/ ADP Std bus days/hrs,excl HP holidays",HP,,
U10P3E,U10P3E,"HP 3y NBD Ons with ADP DMR DT HW Support",72.65,86.27,"Computer Extended Warranty",0,"HP 3y NBD Ons with ADP DMR DT HW Support,DT 2xx G6+ 333 & 4xx G7+ 333 wty,3 yr Next Bus Day Hardware Support with ADP and DMR,excl ext monitor Std bus days/hrs,excluding HP hol",HP,,
U10P4E,U10P4E,"HP 4y NBD Ons with ADP DMR DT HW Support",118.79,141.06,"Computer Extended Warranty",0,"HP 4y NBD Ons with ADP DMR DT HW Support,DT 2xx G6+ 333 & 4xx G7+ 333 wty,4 yr Next Bus Day Hardware Support with ADP and DMR,excl ext monitor Std bus days/hrs,excluding HP hol",HP,,
U10P5E,U10P5E,"HP 5y NBD Ons with ADP DMR DT HW Support",165.31,196.31,"Computer Extended Warranty",0,"HP 5y NBD Ons with ADP DMR DT HW Support,DT 2xx G6+ 333 & 4xx G7+ 333 wty,5 yr Next Bus Day Hardware Support with ADP and DMR,excl ext monitor Std bus days/hrs,excluding HP hol",HP,,
U11BZE,U11BZE,"HP 5y NBD Onsite/ADP G2 Desktop Only SVC",113.42,134.69,"Computer Extended Warranty",0,"HP 5y NBD Onsite/ADP G2 Desktop Only SVC,DT 2xx G6+ 333 & 4xx G7+ 333 wty,5 yr Next Bus Day Onsite HW Support With ADP,excls ext monitor Std Bus hrs/days,excluding HP Holidays",HP,,
U11D9E,U11D9E,"HP 5 Year Next Business Day with Defective Media Retention Service for MEJL34",592.82,704.00,"Printer Extended Warranty",0,"HP 5y NBD MEJL34 SVC,LJ Enterprise MFP M43x,5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs,excluding HP holidays",HP,,
U11E3E,U11E3E,"HP 5 Year Next Business Day with Defective Media Retention Service for EMMJL5442",772.19,917.00,"Printer Extended Warranty",0,"HP 5y NBD LJ MNGD MFP E42540 SVC,LJ Managed MFP E42540,5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs,excluding HP holidays",HP,,
U11F8E,U11F8E,"HP 5 Year Next Business Day with Defective Media Retention Service for MMEJLC84",677.87,805.00,"Printer Extended Warranty",0,"HP 5y NBD MMEJLC84 SVC,CLJ Enterprise MFP M480,5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs,excluding HP holidays",HP,,
U11VME,U11VME,"HP 5 Year Next Business Day with Defective Media Retention Service for EMMJLC82574",1002.08,1190.00,"Printer Extended Warranty",0,"HP 5y NBD EMMJLC82574 SVC,CLJ Managed MFP E47528,5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs,excluding HP holidays",HP,,
U11W2E,U11W2E,"HP 5 Year Next Business Day with Defective Media Retention Service for MEJLC554",357.88,425.00,"Printer Extended Warranty",0,"HP 5y NBD MEJLC554 SVC,CLJ Enterprise M455,5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs,excluding HP holidays",HP,,
U11WVE,U11WVE,"HP 5 Year Next Business Day with Defective Media Retention Service for EMJLC28",647.56,769.00,"Printer Extended Warranty",0,"HP 5y NBD EMJLC28 SVC,CLJ Managed E45028,5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs,excluding HP holidays",HP,,
U11XBE,U11XBE,"HP 5 Year Next Business Day LaserJet Enterprise M40x Service",291.36,346.00,"Printer Extended Warranty",0,"HP 5y NBD LJ Ent M40x SVC,LJ Enterprise M40x,5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs,excluding HP holidays",HP,,
U11Y3E,U11Y3E,"HP 5 Year Next Business Day with Defective Media Retention Service for MJLE44",249.26,296.00,"Printer Extended Warranty",0,"HP 5y NBD MJLE44 SVC,LJ Managed E40040,5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs,excluding HP holidays",HP,,
U1G26E,U1G26E,"HP 3y 4h 9x5 Onsite WS Only HW Support",164.21,195.00,"Computer Extended Warranty",0,"HP 3y 4h 9x5 Onsite WS Only HW Support  HP 3y 4h 9x5 Onsite WS Only HW Support;Personal WS z2xx/z4xx Series 3/3/3 wty;3 years of hardware support; CPU only; 4 hour onsite response.8am-5pm; Standard business days excluding HP holidays.",HP,,
U1G37E,U1G37E,"HP 4y Nextbusday Onsite WS Only HW Supp",122.10,145.00,"Computer Extended Warranty",0,"HP 4y Nextbusday Onsite WS Only HW Supp  HP 4y Nextbusday Onsite WS Only HW Supp;Personal WS z2xx/z4xx Series 3/3/3 wty;4 year of hardware support; CPU Only; Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U1G39E,U1G39E,"HP 5y Nextbusday Onsite WS Only HW Supp",290.52,345.00,"Computer Extended Warranty",0,"HP 5y Nextbusday Onsite WS Only HW Supp  HP 5y Nextbusday Onsite WS Only HW Supp;Personal WS z2xx/z4xx Series 3/3/3 wty;5 year of hardware support; CPU Only; Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U1G41E,U1G41E,"HP 4y 4h 9x5 Onsite WS Only HW Support",65.73,78.06,"Computer Extended Warranty",0,"HP 4y 4h 9x5 Onsite WS Only HW Support,Personal WS z2xx/z4xx Series 3/3/3 wty,4 years of hardware support,CPU only,4 hour onsite response.  8am-5pm,Standard business days excluding HP holidays.",HP,,
U1G43E,U1G43E,"HP 5y 4h 9x5 Onsite WS Only HW Support",119.75,142.21,"Computer Extended Warranty",0,"HP 5y 4h 9x5 Onsite WS Only HW Support,Personal WS z2xx/z4xx Series 3/3/3 wty,5 years of hardware support,CPU only,4 hour onsite response.  8am-5pm,Standard business days excluding HP holidays.",HP,,
U1G55E,U1G55E,"HP 3y Nextbusday Onsite/DMR WS Only SVC",31.14,36.97,"Computer Extended Warranty",0,"HP 3y Nextbusday Onsite/DMR WS Only SVC  HP 3y Nextbusday Onsite/DMR WS Only SVC;Personal WS z2xx/z4xx Series 3/3/3 wty;Hardware Support during standard business hrs w/ Next Business Day onsiteresponse with Defective Media Retention",HP,,
U1G56E,U1G56E,"HP 4y Nextbusday Onsite/DMR WS Only SVC",197.89,235.00,"Computer Extended Warranty",0,"HP 4y Nextbusday Onsite/DMR WS Only SVC  HP 4y Nextbusday Onsite/DMR WS Only SVC;Personal WS z2xx/z4xx Series 3/3/3 wty;Hardware Support during standard business hrs w/ Next Business Day onsiteresponse with Defective Media Retention",HP,,
U1G57E,U1G57E,"HP 5y Nextbusday Onsite/DMR WS Only SVC",366.30,435.00,"Computer Extended Warranty",0,"HP 5y Nextbusday Onsite/DMR WS Only SVC  HP 5y Nextbusday Onsite/DMR WS Only SVC;Personal WS z2xx/z4xx Series 3/3/3 wty;Hardware Support during standard business hrs w/ Next Business Day onsiteresponse with Defective Media Retention",HP,,
U1G62E,U1G62E,"HP 5y Nbd Onsite/ADP G2 WS Only SVC",192.17,228.21,"Computer Extended Warranty",0,"HP 5y Nbd Onsite/ADP G2 WS Only SVC,Personal WS z2xx/z4xx Series 3/3/3 wty,5 yr Next Bus Day Onsite HW SUP w ADP G2,excls ext monitor Std Bus hrs/days,excluding HP Holidays",HP,,
U1J02E,U1J02E,"HP 3y Nbd Color LaserJet M351 HW Support",117.89,140.00,"Printer Extended Warranty",0,"HP 3y Nbd Color LaserJet M351 HW Support  HP 3y Nbd Color LaserJet M351 HW Support;Color LaserJet M351;3 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U1J03E,U1J03E,"HP 3y Return Color LaserJet M351 HW SVC",64.84,77.00,"Printer Extended Warranty",0,"HP 3y Return Color LaserJet M351 HW SVC  HP 3y Return Color LaserJet M351 HW SVC;Color LaserJet M351;3 yr Return to Depot. Customer delivers to Repair Center. HP returns unit. 8am-5pm; Std bus days excl HP hol. 3 day TAT",HP,,
U1PB2E,U1PB2E,"HP 3yr Priority Access Print Service",60.63,72.00,"Printer Extended Warranty",0,"HP 3yr Priority Access Print Service  HP 3yr Priority Access Print Service;All Printer products;HP 3yr Priority Access SVC For PPS PC products",HP,,
U1PB4E,U1PB4E,"HP 3yr Priority Management Print Service",122.10,145.00,"Printer Extended Warranty",0,"HP 3yr Priority Management Print Service  HP 3yr Priority Management Print Service;All Printer products;HP 3yr Priority Management SVC For PPS PC products",HP,,
U1PD0E,U1PD0E,"HP 5yNbd + DMR Color OJ X585MFP Support",630.72,749.00,"Printer Extended Warranty",0,"HP 5yNbd + DMR Color OJ X585MFP Support  HP 5yNbd + DMR Color OJ X585MFP Support;Color OfficeJet X585MFP;5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs; excluding HP holidays",HP,,
U1PD3E,U1PD3E,"HP 5yNbd ChnlRmtPrt Color OJX585MFP Supp",565.88,672.00,"Printer Extended Warranty",0,"HP 5yNbd ChnlRmtPrt Color OJX585MFP Supp  HP 5yNbd ChnlRmtPrt Color OJX585MFP Supp;Color OfficeJet X585MFP;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U1PG0E,U1PG0E,"HP 5yNbd + DMR Color LJ M680MFP Supp",1873.46,2224.80,"Printer Extended Warranty",0,"HP 5yNbd + DMR Color LJ M680MFP Supp  HP 5yNbd + DMR Color LJ M680MFP Supp;Color LaserJet M680MFP;5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs; excluding HP holidays",HP,,
U1PG3E,U1PG3E,"HP 5yNbd ChnlRmtPrt Color LJM680MFP Supp",1045.02,1241.00,"Printer Extended Warranty",0,"HP 5yNbd ChnlRmtPrt Color LJM680MFP Supp  HP 5yNbd ChnlRmtPrt Color LJM680MFP Supp;Color LaserJet M680MFP;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U1PU1E,U1PU1E,"HP 2y NextBusDay Onsite NB Only SVC",66.29,78.73,"Computer Extended Warranty",0,"HP 2y NextBusDay Onsite NB Only SVC  HP 2y NextBusDay Onsite NB Only SVC;Commercial Chromebook 1/1/0 Warranty;2 yr Next Business Day HW Support; excludes ext monitor; Std Bus hrs/days; excl HP hol",HP,,
U1Q37E,U1Q37E,"HP 5y 4h 9x5 Clr LsrJt M575MFP HW Supp",1257.06,1492.80,"Printer Extended Warranty",0,"HP 5y 4h 9x5 Clr LsrJt M575MFP HW Supp  HP 5y 4h 9x5 Clr LsrJt M575MFP HW Supp;Color LaserJet M575 MFP;5 years of hardware support. 4 hour onsite response.8am-5pm; Standard business days excluding HP holidays.",HP,,
U1Q41E,U1Q41E,"HP 5y Nbd ChnlRmtPrt CLJ M575MFP Support",670.30,796.00,"Printer Extended Warranty",0,"HP 5y Nbd ChnlRmtPrt CLJ M575MFP Support  HP 5y Nbd ChnlRmtPrt CLJ M575MFP Support;Color LaserJet M575 MFP;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U1Q51E,U1Q51E,"HP 5yNbd + DMR Clr LsrJet M575MFP Supp",922.08,1095.00,"Printer Extended Warranty",0,"HP 5yNbd + DMR Clr LsrJet M575MFP Supp  HP 5yNbd + DMR Clr LsrJet M575MFP Supp;Color LaserJet M575 MFP;5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs; excluding HP holidays",HP,,
U1Q59E,U1Q59E,"HP 3y Nbd Exch SJ 7000s2/7000s2 Flow SVC",190.31,226.00,"Printer Extended Warranty",0,"HP 3y Nbd Exch SJ 7000s2/7000s2 Flow SVC  HP 3y Nbd Exch SJ 7000s2/7000s2 Flow SVC; Scanjet 7000s2 and 7000s2 Flow; 3 yr Exchange service. HP ships replacement next bus day; 8am-5pm; Std bus days excl HP hol. HP prepays return shipment",HP,,
U1Q60E,U1Q60E,"HP3y NbdOsEx SJ7000s2/7000s2Flow HW Supp",269.47,320.00,"Printer Extended Warranty",0,"HP3y NbdOsEx SJ7000s2/7000s2Flow HW Supp  HP3y NbdOsEx SJ7000s2/7000s2Flow HW Supp; Scanjet 7000s2 and 7000s2 Flow; 3 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U1Q61E,U1Q61E,"HP 3y Std Exch SJ 7000s2/7000s2 Flow SVC",156.63,186.00,"Printer Extended Warranty",0,"HP 3y Std Exch SJ 7000s2/7000s2 Flow SVC  HP 3y Std Exch SJ 7000s2/7000s2 Flow SVC; Scanjet 7000s2 and 7000s2 Flow; 3 yr HW Support Exchange Service within standard product lead time. Standard business days/hrs excluding HP holidays",HP,,
U1Q62E,U1Q62E,"HP 5yNbdOsEx SJ7000s2/7000s2Flow HW Supp",506.09,601.00,"Printer Extended Warranty",0,"HP 5yNbdOsEx SJ7000s2/7000s2Flow HW Supp  HP 5yNbdOsEx SJ7000s2/7000s2Flow HW Supp; Scanjet 7000s2 and 7000s2 Flow; 5 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U1UK0E,U1UK0E,"HP 5y Nbd + DMR Color LJ M651 Support",682.08,810.00,"Printer Extended Warranty",0,"HP 5y Nbd + DMR Color LJ M651 Support  HP 5y Nbd + DMR Color LJ M651 Support;Color LaserJet M651;5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs; excluding HP holidays",HP,,
U1UK3E,U1UK3E,"HP 5y Nbd Chnl Rmt Prt Clr LJ M651 Supp",720.82,856.00,"Printer Extended Warranty",0,"HP 5y Nbd Chnl Rmt Prt Clr LJ M651 Supp  HP 5y Nbd Chnl Rmt Prt Clr LJ M651 Supp;Color LaserJet M651;5 year Next Business Day Remote and Parts Exchange for Channel Partners Std bus hours/days excl HP hol",HP,,
U1UN0E,U1UN0E,"HP 5yNbd + DMR Color OJ X555 Support",319.15,379.00,"Printer Extended Warranty",0,"HP 5yNbd + DMR Color OJ X555 Support  HP 5yNbd + DMR Color OJ X555 Support;Color OfficeJet X555;5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs; excluding HP holidays",HP,,
U1UN3E,U1UN3E,"HP 5yNbd ChnlRmtPrt Color OJX555 Supp",179.36,213.00,"Printer Extended Warranty",0,"HP 5yNbd ChnlRmtPrt Color OJX555 Supp  HP 5yNbd ChnlRmtPrt Color OJX555 Supp;Color OfficeJet X555;5 yr Next Business Day Onsite HW Support; Preventive Maint. w/Max 3 Kits Std bus hours/days; excl HP Holidays",HP,,
U1V95E,U1V95E,"HP 3year Nbd Designjet T120-24in HW Supp",164.21,195.00,"Printer Extended Warranty",0,"HP 3year Nbd Designjet T120-24in HW Supp  HP 3year Nbd Designjet T120-24in HW Supp,Designjet T120-24in,3 years of hardware support.Next business day onsite response.8am-5pm,Std bus days excluding HP holidays.",HP,,
U1W24E,U1W24E,"HP 4y Nbd Designjet T520-24in HW Support",326.79,388.08,"Printer Extended Warranty",0,"HP 4y Nbd Designjet T520-24in HW Support  HP 4y Nbd Designjet T520-24in HW Support,Designjet T520-24in,4 years of hardware support.Next business day onsite response.8am-5pm,Std bus days excluding HP holidays.",HP,,
U1W25E,U1W25E,"HP 5y Nbd Designjet T520-24in HW Support",420.53,499.40,"Printer Extended Warranty",0,"HP 5y Nbd Designjet T520-24in HW Support  HP 5y Nbd Designjet T520-24in HW Support,Designjet T520-24in,5 years of hardware support.Next business day onsite response.8am-5pm,Std bus days excluding HP holidays.",HP,,
U1W27E,U1W27E,"HP 5year Nbd Designjet T120-24in HW Supp",381.63,453.20,"Printer Extended Warranty",0,"HP 5year Nbd Designjet T120-24in HW Supp  HP 5year Nbd Designjet T120-24in HW Supp,Designjet T120-24in,5 years of hardware support.Next business day onsite response.8am-5pm,Std bus days excluding HP holidays.",HP,,
U1XN1E,U1XN1E,"HP 3yNbd + DMR LaserJet M701/706 Supp",154.10,183.00,"Printer Extended Warranty",0,"HP 3yNbd + DMR LaserJet M701/706 Supp  HP 3yNbd + DMR LaserJet M701/706 Supp;LaserJet M701/706;3 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs; excluding HP holidays",HP,,
U1XN2E,U1XN2E,"HP 4yNbd + DMR LaserJet M701/706 Supp",245.89,292.00,"Printer Extended Warranty",0,"HP 4yNbd + DMR LaserJet M701/706 Supp  HP 4yNbd + DMR LaserJet M701/706 Supp;LaserJet M701/706;4 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs; excluding HP holidays",HP,,
U1XN3E,U1XN3E,"HP 5yNbd + DMR LaserJet M701/706 Supp",323.36,384.00,"Printer Extended Warranty",0,"HP 5yNbd + DMR LaserJet M701/706 Supp  HP 5yNbd + DMR LaserJet M701/706 Supp;LaserJet M701/706;5 yr Next Bus Day Hardware Support with Defective Media Retention. Std bus days/hrs; excluding HP holidays",HP,,
U1XN4E,U1XN4E,"HP 3y Nbd Chnl Rmt Prt LJ M701/706 Supp",84.21,100.00,"Printer Extended Warranty",0,"HP 3y Nbd Chnl Rmt Prt LJ M701/706 Supp  HP 3y Nbd Chnl Rmt Prt LJ M701/706 Supp;LaserJet M701/706;3 years Hardware Support;Next business day onsite response std bus hours/days with Preventive Maintenance Service",HP,,
U1XN5E,U1XN5E,"HP 4y Nbd Chnl Rmt Prt LJ M701/706 Supp",126.31,150.00,"Printer Extended Warranty",0,"HP 4y Nbd Chnl Rmt Prt LJ M701/706 Supp  HP 4y Nbd Chnl Rmt Prt LJ M701/706 Supp;LaserJet M701/706;4 yr Next Business Day Onsite HW Support; Preventive Maint. w/Max 3 Kits Std bus hours/days; excl HP Holidays",HP,,
U1XN6E,U1XN6E,"HP 5y Nbd Chnl Rmt Prt LJ M701/706 Supp",161.68,192.00,"Printer Extended Warranty",0,"HP 5y Nbd Chnl Rmt Prt LJ M701/706 Supp  HP 5y Nbd Chnl Rmt Prt LJ M701/706 Supp;LaserJet M701/706;5 yr Next Business Day Onsite HW Support; Preventive Maint. w/Max 3 Kits Std bus hours/days; excl HP Holidays",HP,,
U1XQ6E,U1XQ6E,"HP 5y Nbd OJ Pro x476/x576 MFP HW Supp",305.68,363.00,"Printer Extended Warranty",0,"HP 5y Nbd OJ Pro x476/x576 MFP HW Supp  HP 5y Nbd OJ Pro x476/x576 MFP HW Supp;Officejet x476 and x576;5 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U1XR1E,U1XR1E,"HP 5y 4h 9x5 OJProx476/x576MFP HW Supp",709.87,843.00,"Printer Extended Warranty",0,"HP 5y 4h 9x5 OJProx476/x576MFP HW Supp  HP 5y 4h 9x5 OJProx476/x576MFP HW Supp;Officejet x476 and x576;5 years of hardware support. 4 hour onsite response.8am-5pm; Standard business days excluding HP holidays.",HP,,
U1XT0E,U1XT0E,"HP 5y Nbd OJ Pro x451/x551 HW Support",410.94,488.00,"Printer Extended Warranty",0,"HP 5y Nbd OJ Pro x451/x551 HW Support  HP 5y Nbd OJ Pro x451/x551 HW Support;Officejet 451 and 551;5 years of hardware support.Next business day onsite response.8am-5pm; Std bus days excluding HP holidays.",HP,,
U1XT5E,U1XT5E,"HP 5y 4h 9x5 OJ Pro x451/x551 HW Supp",621.46,738.00,"Printer Extended Warranty",0,"HP 5y 4h 9x5 OJ Pro x451/x551 HW Supp  HP 5y 4h 9x5 OJ Pro x451/x551 HW Supp;Officejet 451 and 551;5 years of hardware support. 4 hour onsite response.8am-5pm; Standard business days excluding HP holidays.",HP,,
