Brand,Model,Item Number,Description,Frequency Range,SRP NZD (inc GST),Dealer NZD - 33% (ex GST),New Product,Price Change,Special Notes,UPC,EAN,Country of Origin,Customs Tariff Code,Shipping Weight (g),Shipping Weight (lbs),Length (mm),Height (mm),Width (mm),Length (in),Height (in),Width (in),Master Carton Qty,Master Carton Weight (g),Master Carton Weight (lbs),Master Carton Length (mm),Master Carton Height (mm),Master Carton Width (mm),Master Carton Length (in),Master Carton Height (in),Master Carton Width (in),Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Image 5,Product Image 6,Product Image 7,Product Image 8,Transducer Type,Polar Pattern,Spec Sheets,Spec Sheets,Spec Sheets,Spec Sheets,Spec Sheets,Whats in the Box
Sennheiser,EW-DP SKP (S7-10),700085,"Digital plug-on transmitter with +48V phantom power, 3.5 mm input and internal recording via microSD (not included). Includes (2) AA batteries, frequency range: S7-10 (662 - 694 MHz)",S7-10 (662 - 694 MHz),709,413.07,,,,615104376663,4044155270747,RO,85176990,163,0.36,350,73,81,13.78,2.87,3.19,4,1811.56,3.99,377,114,329,14.84,4.49,12.95,https://images.salsify.com/image/upload/s--4ONTyzUY--/80487fb413e341f4a49b241139e30b7c471ea9d1.jpg,https://images.salsify.com/image/upload/s--BNBPuAJN--/ff671082895c97f9d18122c0882088479797a2de.jpg,https://images.salsify.com/image/upload/s--6DSNSf_R--/f67e4ace20fe0daa32a35e909e59d922c1e94bc1.jpg,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/49005-en-EW-DP_SKP_Product Specification_v1.1_EN.pdf.pdf,https://www.sennheiser.com/globalassets/digizuite/49005-en-EW-DP_SKP_Product Specification_v1.1_EN.pdf.pdf,https://www.sennheiser.com/globalassets/digizuite/49005-en-EW-DP_SKP_Product Specification_v1.1_EN.pdf.pdf,https://www.sennheiser.com/globalassets/digizuite/49005-en-EW-DP_SKP_Product Specification_v1.1_EN.pdf.pdf,https://www.sennheiser.com/globalassets/digizuite/49005-en-EW-DP_SKP_Product Specification_v1.1_EN.pdf.pdf,"(1) EW-DP SKP Plug-on transmitter, (2) AA Battery, (1) Quick guide, (1) Safety guide, (1) Manufacturer declaration sheet"
Sennheiser,EW-DP SKP POUCH,700063,Protective pouch for EW-D SKP plug-on transmitter,,39.95,23.28,,,,615104378445,4044155270969,CN,42029298,45,0.10,57,100,50,2.24,3.94,1.97,120,6400.0,14.11,535,278,325,21.06,10.94,12.80,https://images.salsify.com/image/upload/s--LkPlQQxX--/2698b08d9b951368750ed9f2b328a7a916048ce6.jpg,,,,,,,,,,,,,,,(1) EW-DP SKP POUCH
Sennheiser,EW-DX 835-S SET (S4-10),509306,"Digital wireless handheld set. Includes (1) EW-DX EM 2 receiver, (2) EW-DX SKM-S handheld transmitter, (2) MMD 835 capsules and (2) BA 70 batteries, frequency range: S4-10 (630 - 693.8 MHz)",S4-10 (630 - 693.8 MHz),5099,2970.72,,,,615104360846,4044155259841,RO,85181000,1000,2.20,405,73,350,15.94,2.87,13.78,3,11551.56,25.47,495,258,380,19.49,10.16,14.96,https://images.salsify.com/image/upload/s--MXh3WjAJ--/9ea0aebb4a06015703aedf05131a2e2bc2743d4a.jpg,https://images.salsify.com/image/upload/s--CuyB64SL--/7e64ae1c2efbeb87daef0df2c3fe88ab9733c48a.jpg,https://images.salsify.com/image/upload/s--XSejSo5Z--/70f0476bc41364387959a31cdd5e34d583b206ef.jpg,https://images.salsify.com/image/upload/s--nNZXo4so--/adb9fceec9cf486293171302d1b8f82a190142a7.jpg,https://images.salsify.com/image/upload/s--YBZBhYVp--/7e0877a8dfd3876c1a23ba784e4c864b7b77b6a5.jpg,,,,Dynamic,Cardioid,https://www.sennheiser.com/globalassets/digizuite/40803-en-EW-DX_835-S_SET_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40803-en-EW-DX_835-S_SET_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40803-en-EW-DX_835-S_SET_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40803-en-EW-DX_835-S_SET_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40803-en-EW-DX_835-S_SET_Product_Specification_v1.3_EN.pdf,"(1) EW-DX EM 2 Rack receiver, (2) EW-DX SKM-S Handheld transmitter, (2) MMD 835 Microphone capsule, (1) EW-D Power supply with country adapters, (1) BA 70 Rechargeable lithium ion battery, (2) MZQ 1 Microphone clip, (2) Rod antennas, (1) GA 3 Rackmount kit, (4) Rubber feet, (1) Quick guide, (1) Safety guide, (1) Manufacturer declaration sheet"
Sennheiser,EW-DX EM 2 (S4-10),509348,"2 channel half-rack (9,5Ò) non-Dante¨ receiver. Includes (1) EW-DX EM 2, (2) 1/4 wave antenna, (1) rack mount kit, and (1) EW-D power supply, frequency range: S4-10 (630 - 693.8 MHz)",S4-10 (630 - 693.8 MHz),2449,1426.81,,,,615104361515,4044155260267,RO,85176930,1000,2.20,405,73,350,15.94,2.87,13.78,3,8675.56,19.13,435,258,375,17.13,10.16,14.76,https://images.salsify.com/image/upload/s--MTVkaWeh--/c4131fa69ee0a70c898bc681521f98ad570fd500.jpg,https://images.salsify.com/image/upload/s--yUA5WkMy--/e11f0c3f1766781d6ff98ce681daa51e18bf4763.png,,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/40808-en-EW-DX_EM2_Product_Specification_v1.4_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40808-en-EW-DX_EM2_Product_Specification_v1.4_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40808-en-EW-DX_EM2_Product_Specification_v1.4_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40808-en-EW-DX_EM2_Product_Specification_v1.4_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40808-en-EW-DX_EM2_Product_Specification_v1.4_EN.pdf,"(1) EW-DX EM 2 Rack receiver, (1) GA 3 Rackmount set, (1) EW-D Power supply with country adapters, (2) Rod antennas, (4) Rubber feet, (1) Quick guide, (1) Safety guide, (1) Manufacturer declaration sheet"
Sennheiser,EW-DX EM 2 DANTE (S4-10),509363,"2 channel half-rack (9,5Ò) Dante¨ receiver. Includes (1) EW-DX EM 2 DANTE, (2) 1/4 wave antenna, (1) rack mount kit, and (1) EW-D power supply, frequency range: S4-10 (630 - 693.8 MHz)",S4-10 (630 - 693.8 MHz),3049,1776.37,,,,615104361744,4044155260410,RO,85176930,1000,2.20,405,75,360,15.94,2.95,14.17,3,8681.56,19.14,435,258,375,17.13,10.16,14.76,https://images.salsify.com/image/upload/s--YaCRo7U4--/5e9fdf50dc3a22f18d34329e3260871b51ed4821.jpg,https://images.salsify.com/image/upload/s--gXlHUd03--/90ad0753f78746a46c9cc934cbbcc7d12999524e.jpg,,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/44691-en-EW-DX_EM2_Dante_Product_Specification_v1.1_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/44691-en-EW-DX_EM2_Dante_Product_Specification_v1.1_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/44691-en-EW-DX_EM2_Dante_Product_Specification_v1.1_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/44691-en-EW-DX_EM2_Dante_Product_Specification_v1.1_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/44691-en-EW-DX_EM2_Dante_Product_Specification_v1.1_EN.pdf,"(1) EW-DX EM 2 Rack receiver, (1) GA 3 Rackmount set, (1) EW-D Power supply with country adapters, (2) Rod antennas, (4) Rubber feet, (1) Quick guide, (1) Safety guide, (1) Manufacturer declaration sheet"
Sennheiser,EW-DX EM 4 DANTE (S4-10),509376,"4 channel digital full-rack (19Ò) receiver with Dante¨  Includes (1) EW-DX EM 4 DANTE, (2) 1/4 wave antennas, (2) BNC antenna cables (50 ½ for daisy-chaining) and (1) mains cable, frequency range: S4-10 (630 - 693.8 MHz)",S4-10 (630 - 693.8 MHz),7149,4165.07,,,,615104361980,4044155260540,RO,85176930,4560,10.04,550,175,435,21.65,6.89,17.13,0,0.0,0.0,0,0,0,0.00,0.00,0.00,https://images.salsify.com/image/upload/s--We7UXEm3--/753d72c108988ddf945f1c4318a3c061ca21cae0.jpg,https://images.salsify.com/image/upload/s--KtAKOIp---/5311c0fa6c35a216957b46829aae2b8c27698ec1.jpg,,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/46627-en-EW-DX_EM4_Dante_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/46627-en-EW-DX_EM4_Dante_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/46627-en-EW-DX_EM4_Dante_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/46627-en-EW-DX_EM4_Dante_Product_Specification_v1.0_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/46627-en-EW-DX_EM4_Dante_Product_Specification_v1.0_EN.pdf,"(1) EW-DX EM 4 Rack receiver, (2) Rod antennas, (2) BNC Antenna cables (50 ½) for daisy-chaining, (3) Mains cables (EU, UK or US plug), (1) Quick guide, (1) Safety guide, (1) Manufacturer declaration sheet"
Sennheiser,EW-DX MKE 2 SET (S4-10),509320,"Digital wireless lavalier set. Includes (1) EW-DX EM 2 receiver, (2) EW-DX SK bodypack transmitter, (2) MKE 2 lavaliers and (2) BA 70 batteries, frequency range: S4-10 (630 - 693.8 MHz)",S4-10 (630 - 693.8 MHz),6129,3570.81,,,,615104361041,4044155259988,RO,85181000,1000,2.20,405,44,350,15.94,1.73,13.78,3,9731.56,21.45,435,258,375,17.13,10.16,14.76,https://images.salsify.com/image/upload/s--Fr6lzSI0--/8b7b2500cc6105fb1f99a68bd013382b4a7cc1ff.jpg,https://images.salsify.com/image/upload/s--CuyB64SL--/7e64ae1c2efbeb87daef0df2c3fe88ab9733c48a.jpg,https://images.salsify.com/image/upload/s--XSejSo5Z--/70f0476bc41364387959a31cdd5e34d583b206ef.jpg,https://images.salsify.com/image/upload/s--F-8FYLUf--/985ec38d2d94a19ca29ee918580df058b85c8905.jpg,https://images.salsify.com/image/upload/s--c3N_aDTY--/8dfe4ea076debe65290f0500f59045e1426c4dd6.jpg,https://images.salsify.com/image/upload/s--ctUDfHTs--/dcbc8b061042ab12100294bbb96d31e4ab920f66.jpg,https://images.salsify.com/image/upload/s--2huhOogd--/2d441bcb476ce062c0c377e749e06743dea04ba9.jpg,https://images.salsify.com/image/upload/s--ASVwR-9v--/14a9b79c9fc74238cd3d6318e8173fd7ad5a17e5.jpg,Electret Condenser,Omnidirectional,https://www.sennheiser.com/globalassets/digizuite/40818-en-EW-DX_MKE2_SET_Product_Specification_1.5_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40818-en-EW-DX_MKE2_SET_Product_Specification_1.5_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40818-en-EW-DX_MKE2_SET_Product_Specification_1.5_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40818-en-EW-DX_MKE2_SET_Product_Specification_1.5_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40818-en-EW-DX_MKE2_SET_Product_Specification_1.5_EN.pdf,"(1) EW-DX EM 2 Rack receiver, (1) EW-DX SK Bodypack transmitter, (2) MKE 2 Lavalier microphone, (1) EW-D Power supply with country adapters, (1) BA 70 Rechargeable lithium ion battery, (2) Rod antennas, (1) GA 3 Rackmount kit, (4) Rubber feet, (1) Quick guide, (1) Safety guide, (1) Manufacturer declaration sheet"
Sennheiser,EW-DX MKE 2-835-S SET (S4-10),509334,"Digital wireless lavalier/handheld set. Includes (1) EW-DX EM 2 receiver, (1) SKM-S handheld transmitter, (1) EW-DK SK bodypack transmitter, (1) MKE 2 lavalier, (1) MMD 835 capsule and (2) BA 70 batteries, frequency range: S4-10 (630 - 693.8 MHz)",S4-10 (630 - 693.8 MHz),5599,3262.03,,,,615104361263,4044155260120,RO,85181000,1000,2.20,405,73,350,15.94,2.87,13.78,3,10367.56,22.86,435,258,375,17.13,10.16,14.76,https://images.salsify.com/image/upload/s--J0oCJGzK--/0d483ac4049b5fce03013d8c33d9aad3acb4ad92.jpg,https://images.salsify.com/image/upload/s--CuyB64SL--/7e64ae1c2efbeb87daef0df2c3fe88ab9733c48a.jpg,https://images.salsify.com/image/upload/s--XSejSo5Z--/70f0476bc41364387959a31cdd5e34d583b206ef.jpg,https://images.salsify.com/image/upload/s--nNZXo4so--/adb9fceec9cf486293171302d1b8f82a190142a7.jpg,https://images.salsify.com/image/upload/s--YBZBhYVp--/7e0877a8dfd3876c1a23ba784e4c864b7b77b6a5.jpg,https://images.salsify.com/image/upload/s--F-8FYLUf--/985ec38d2d94a19ca29ee918580df058b85c8905.jpg,https://images.salsify.com/image/upload/s--c3N_aDTY--/8dfe4ea076debe65290f0500f59045e1426c4dd6.jpg,https://images.salsify.com/image/upload/s--ctUDfHTs--/dcbc8b061042ab12100294bbb96d31e4ab920f66.jpg,Electret Condenser,Omnidirectional,https://www.sennheiser.com/globalassets/digizuite/40814-en-EW-DX_MKE2_835-S_SET_Product_Specification_v1.5_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40814-en-EW-DX_MKE2_835-S_SET_Product_Specification_v1.5_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40814-en-EW-DX_MKE2_835-S_SET_Product_Specification_v1.5_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40814-en-EW-DX_MKE2_835-S_SET_Product_Specification_v1.5_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40814-en-EW-DX_MKE2_835-S_SET_Product_Specification_v1.5_EN.pdf,"(1) EW-DX EM 2 Rack receiver, (1) EW-DX SKM Handheld transmitter, (2) MMD 835 Microphone capsule, (1) EW-DX SK Bodypack transmitter, (1) MKE 2 Lavalier microphone, (1) EW-D Power supply with country adapters, (2) BA 70 Lithium Ion battery, (1) MZQ 1 Microphone clip, (2) Rod antennas, (1) GA 3 Rackmount kit, (4) Rubber feet, (1) Quick guide, (1) Safety guide, (1) Manufacturer declaration sheet"
Sennheiser,EW-DX SK (S4-10),509390,"Bodypack transmitter with 3,5 mm jack. Includes (1) EW-DX SK and (2) AA batteries, frequency range: S4-10 (630 - 693.8 MHz)",S4-10 (630 - 693.8 MHz),999,582.03,,,,615104362178,4044155260687,RO,85176990,120,0.26,350,73,81,13.78,2.87,3.19,12,3393.56,7.48,350,260,282,13.78,10.24,11.10,https://images.salsify.com/image/upload/s--pZvAT7lN--/1cd6e645a3e113ac8abc785564d0e62bae0104c8.png,https://images.salsify.com/image/upload/s--c3N_aDTY--/8dfe4ea076debe65290f0500f59045e1426c4dd6.jpg,https://images.salsify.com/image/upload/s--ctUDfHTs--/dcbc8b061042ab12100294bbb96d31e4ab920f66.jpg,https://images.salsify.com/image/upload/s--2huhOogd--/2d441bcb476ce062c0c377e749e06743dea04ba9.jpg,,,,,,,https://www.sennheiser.com/globalassets/digizuite/40835-en-EW-DX_SK_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40835-en-EW-DX_SK_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40835-en-EW-DX_SK_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40835-en-EW-DX_SK_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40835-en-EW-DX_SK_Product_Specification_v1.3_EN.pdf,"(1) EW-DX SK Bodypack transmitter, (1) Belt clip, (2) AA Battery, (1) Quick guide, (1) Safety guide, (1) Manufacturer declaration sheet"
Sennheiser,EW-DX SK 3-PIN (S4-10),509404,"Bodypack transmitter with 3-pin connector. Includes (1) EW-DX SK 3-PIN and (2) AA batteries, frequency range: S4-10 (630 - 693.8 MHz)",S4-10 (630 - 693.8 MHz),1099,640.29,,,,615104362444,4044155260823,RO,85176990,120,0.26,350,73,81,13.78,2.87,3.19,12,3393.56,7.48,350,260,282,13.78,10.24,11.10,https://images.salsify.com/image/upload/s--h6KedNsP--/654a221bb6ef56e6d834a0bfada3ee388fcf7ce0.png,https://images.salsify.com/image/upload/s--0P6YtrOz--/d2103b83c62c552eaf95b41ea3dd21fbf5934f74.png,https://images.salsify.com/image/upload/s--1ocWQ7k7--/cc90561b357a8cb0f77a482a5c10e0d13ab78693.png,https://images.salsify.com/image/upload/s--0A0qkJ__--/e8f7d75aec9e2eafbc33c2a58c63402868734ab7.png,,,,,,,https://www.sennheiser.com/globalassets/digizuite/40835-en-EW-DX_SK_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40835-en-EW-DX_SK_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40835-en-EW-DX_SK_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40835-en-EW-DX_SK_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40835-en-EW-DX_SK_Product_Specification_v1.3_EN.pdf,"(1) EW-DX SK Bodypack transmitter, (1) Belt clip, (2) AA Battery, (1) Quick guide, (1) Safety guide, (1) Manufacturer declaration sheet"
Sennheiser,EW-DX SK-SKM-S BASE SET(S4-10),509468,"Digital wireless base set. Includes (1) EW-DX EM 2 receiver, (1) EW-DK SKM-S transmitter, (1) EW-DX bodypack transmitter and (2) BA 70 batteries, frequency range: S4-10 (630 - 693.8 MHz)",S4-10 (630 - 693.8 MHz),4399,2562.9,,,,615104372351,4044155266900,RO,85181000,1000,2.20,405,73,350,15.94,2.87,13.78,3,10031.56,22.12,435,258,375,17.13,10.16,14.76,https://images.salsify.com/image/upload/s--sHxf1KDf--/9191c65673ab4f3f4e64de2e3d2509a990e36f7d.jpg,https://images.salsify.com/image/upload/s--CuyB64SL--/7e64ae1c2efbeb87daef0df2c3fe88ab9733c48a.jpg,https://images.salsify.com/image/upload/s--XSejSo5Z--/70f0476bc41364387959a31cdd5e34d583b206ef.jpg,https://images.salsify.com/image/upload/s--nNZXo4so--/adb9fceec9cf486293171302d1b8f82a190142a7.jpg,https://images.salsify.com/image/upload/s--YBZBhYVp--/7e0877a8dfd3876c1a23ba784e4c864b7b77b6a5.jpg,https://images.salsify.com/image/upload/s--pZvAT7lN--/1cd6e645a3e113ac8abc785564d0e62bae0104c8.png,https://images.salsify.com/image/upload/s--c3N_aDTY--/8dfe4ea076debe65290f0500f59045e1426c4dd6.jpg,https://images.salsify.com/image/upload/s--ctUDfHTs--/dcbc8b061042ab12100294bbb96d31e4ab920f66.jpg,Capsule Sold Separately,Capsule Sold Separately,https://www.sennheiser.com/globalassets/digizuite/40827-en-EW-DX_SK-SKM-S_BASE_SET_Product_Specification_v1.5_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40827-en-EW-DX_SK-SKM-S_BASE_SET_Product_Specification_v1.5_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40827-en-EW-DX_SK-SKM-S_BASE_SET_Product_Specification_v1.5_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40827-en-EW-DX_SK-SKM-S_BASE_SET_Product_Specification_v1.5_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40827-en-EW-DX_SK-SKM-S_BASE_SET_Product_Specification_v1.5_EN.pdf,"(1) EW-DX EM 2 Rack receiver, (1) EW-DX SK Bodypack transmitter, (1) EW-DX SKM-S Handheld transmitter (capsule sold separately), (1) EW-D Power supply with country adapters, (1) BA 70 Rechargeable lithium ion battery, (2) AA Battery, (1) MZQ 1 Microphone clip, (2) Rod antennas, (1) GA 3 Rackmount kit, (4) Rubber feet, (1) Quick guide, (1) Manufacturer declaration sheet"
Sennheiser,EW-DX SKM (S4-10),509432,"Handheld transmitter without switch. Includes (1) EW-DX SKM, (1) MZQ1 microphone clip, and (2) AA batteries, frequency range: S4-10 (630 - 693.8 MHz)",S4-10 (630 - 693.8 MHz),999,582.03,,,,615104362895,4044155261103,RO,85181000,304,0.67,350,73,81,13.78,2.87,3.19,4,2151.56,4.74,377,114,329,14.84,4.49,12.95,https://images.salsify.com/image/upload/s--RY1X3FwA--/stggowtrhj9gabda8ypt.png,https://images.salsify.com/image/upload/s--kbq2vVqF--/86ebca027ba6fa0fe760b2c56c3b18f90d3d1f21.jpg,,,,,,,Capsule Sold Separately,Capsule Sold Separately,https://www.sennheiser.com/globalassets/digizuite/40831-en-EW-DX_SKM_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40831-en-EW-DX_SKM_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40831-en-EW-DX_SKM_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40831-en-EW-DX_SKM_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40831-en-EW-DX_SKM_Product_Specification_v1.3_EN.pdf,"(1) EW-DX SKM Handheld transmitter (capsule sold separately), (1) MZQ 1 Microphone clip, (2) AA Battery, (1) Quick guide, (1) Safety guide, (1) Manufacturer declaration sheet"
Sennheiser,EW-DX SKM-S (S4-10),509418,"Handheld transmitter with switch. Includes (1) EW-DX SKM-S, (1) MZQ1 microphone clip, and (2) AA batteries, frequency range: S4-10 (630 - 693.8 MHz)",S4-10 (630 - 693.8 MHz),999,582.03,,,,615104362680,4044155260960,RO,85181000,304,0.67,350,73,81,13.78,2.87,3.19,4,2151.56,4.74,377,114,329,14.84,4.49,12.95,https://images.salsify.com/image/upload/s--MDGOiZOO--/fcaabbacf0c83ca0c9a8d692744b1b34913eb184.jpg,https://images.salsify.com/image/upload/s--1Pw9f_Te--/2c41cabe16884978e9e56e6504d0cb1709465beb.jpg,,,,,,,Capsule Sold Separately,Capsule Sold Separately,https://www.sennheiser.com/globalassets/digizuite/40831-en-EW-DX_SKM_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40831-en-EW-DX_SKM_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40831-en-EW-DX_SKM_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40831-en-EW-DX_SKM_Product_Specification_v1.3_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/40831-en-EW-DX_SKM_Product_Specification_v1.3_EN.pdf,"(1) EW-DX SKM-S Handheld transmitter (capsule sold separately), (1) MZQ 1 Microphone clip, (2) AA Battery, (1) Quick guide, (1) Safety guide, (1) Manufacturer declaration sheet"
Sennheiser,EW-DX TS 3-PIN (S4-10),509446,"Wireless table stand transmitter with 3-pin XLR connector. Compatible with any gooseneck microphone without LED ring for a 3-pin variant. Includes EW-DX table stand transmitter, (1) BA 40 rechargeable battery, quick guide and safety instructions, frequency range: S4-10 (630 - 693.8 MHz)",S4-10 (630 - 693.8 MHz),1629,949.07,,,,615104363113,4044155261240,RO,85176990,650,1.43,250,94,225,9.84,3.70,8.86,5,5573.56,12.29,502,288,259,19.76,11.34,10.20,https://images.salsify.com/image/upload/s--3PkMzClw--/f8bb905496f80324b5d91b2ea54ec4a8f7bef153.jpg,https://images.salsify.com/image/upload/s--cTVY7qlc--/87b3d663bbe8a1133bd086150f427fa6c5e3774a.jpg,https://images.salsify.com/image/upload/s--OPUDxFtQ--/a6e20e7847ad39e3be2b3175a01beb2700148b6e.jpg,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/46553-en-EW-DX_TS_Product_Specification_v1.1_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/46553-en-EW-DX_TS_Product_Specification_v1.1_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/46553-en-EW-DX_TS_Product_Specification_v1.1_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/46553-en-EW-DX_TS_Product_Specification_v1.1_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/46553-en-EW-DX_TS_Product_Specification_v1.1_EN.pdf,"(1) EW-DX TS 3-PIN Table stand transmitter, (1) BA 40 Rechargeable battery, (1) Quick guide, (1) Safety guide, (1) Manufacturer declaration sheet"
Sennheiser,EW-DX TS 5-PIN (S4-10),700196,"Wireless table stand transmitter with 5-pin XLR connector. Compatible with MEG 14-40-L-II B gooseneck microphone. Includes EW-DX table stand transmitter, (1) BA 40 rechargeable battery, quick guide and safety instructions, frequency range: S4-10 (630 - 693.8 MHz)",S4-10 (630 - 693.8 MHz),1729,1007.33,,,,615104382831,4044155273854,RO,85176990,650,1.43,250,94,225,9.84,3.70,8.86,5,5573.56,12.29,502,288,259,19.76,11.34,10.20,https://images.salsify.com/image/upload/s--N97batbC--/f8e43f49eee9963a5317455af4bc24108f669c9d.jpg,https://images.salsify.com/image/upload/s--CKOsLxGp--/4c1f486a298b17a49937f98905cb25538a046453.jpg,https://images.salsify.com/image/upload/s--uV6iyDem--/64d811103cfe76928be6cdbf3b9e2953782ed894.jpg,,,,,,,,https://www.sennheiser.com/globalassets/digizuite/46553-en-EW-DX_TS_Product_Specification_v1.1_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/46553-en-EW-DX_TS_Product_Specification_v1.1_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/46553-en-EW-DX_TS_Product_Specification_v1.1_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/46553-en-EW-DX_TS_Product_Specification_v1.1_EN.pdf,https://www.sennheiser.com/globalassets/digizuite/46553-en-EW-DX_TS_Product_Specification_v1.1_EN.pdf,"(1) EW-DX TS 5-PIN Table stand transmitter, (1) BA 40 Rechargeable battery, (1) Quick guide, (1) Safety guide, (1) Manufacturer declaration sheet"
