Manufacturer Brand,MPN,Description,Dealer ex GST
Mipro,MIPRO-DVU,"MIPRO-DVU allows control and monitoring of up to 64 channels of ACT700 or ACT800 Series Systems. Receivers link via RJ11 terminated cable and the MIPRO-DVU provides an RJ11 to USB dongle along with software. Control and monitor up to 300m away. Includes high-performance spectrum analyser, monitoring of battery status, AF/RF and Antenna A/B strength. Also provides signal logging system for post-event analysis. ",$274.00
Mipro,MES-100,"MIPRO MES-100 bridges the RJ11 ACT control bus to Ethernet allowing users to control and monitor up to 64 receiver channels from any Ethernet based laptop with a browser. Or add a Wireless Access Point for wireless control/monitoring from any smartphone, tablet or similar device with a browser. ",$478.00
Mipro,ACT818,"MIPRO Single Channel Wideband Digital Diversity Receiver with Encryption. 1/2 RU metal rack mountable receiver. 20Hz-20kHz (-2dB) frequency response with 256 bit encryption. Fully digital with impressive 2.9ms latency (to analogue output). Auto Scan operates over an impressive 72MHz of spectrum. Detachable antenna, XLR and 6.35mm jack outputs. AES3id output on BNC. Features ACT for one-button frequency sync to transmitters. Control and monitor up to 64 receiver channels via optional MIPRO-DVU USB dongle and software. 10 built-in SmartEQ presets and user definable capsule equalisation. 5UB frequency band. Does not include rack kit. Select FB71 (single) or FB72 (dual) below. ","$1,317.00"
Mipro,ACT828,"MIPRO Dual Channel Wideband Digital Diversity Receiver with Encryption. 1 RU metal rack mountable receiver. 20Hz-20kHz (-2dB) frequency response with 256 bit encryption. Fully digital with impressive 2.9ms latency (to analogue output). Auto Scan operates over an impressive 72MHz of spectrum. Detachable antenna, XLR and 6.35mm jack outputs. AES output on XLR. Features ACT for one-button frequency sync to transmitters. Control and monitor up to 64 receiver channels via optional MIPRO-DVU USB dongle and software. 10 built-in SmartEQ presets and user definable capsule equalisation. Rack kit included 5UB frequency band.","$2,652.00"
Mipro,ACT828-DANTE,"MIPRO Dual Channel Wideband Digital Diversity Receiver with Encryption and Dante. 1 RU metal rack mountable receiver. 20Hz-20kHz (-2dB) frequency response with 256 bit encryption. Fully digital with impressive 2.9ms latency (to analogue output). Auto Scan operates over an impressive 72MHz of spectrum. Detachable antenna, XLR and 6.35mm jack outputs. Dante port for digital CAT5e connection to a Dante network. AES output on XLR. Features ACT for one-button frequency sync to transmitters. Control and monitor up to 64 receiver channels via optional MIPRO-DVU USB dongle and software. 10 built-in SmartEQ presets and user definable capsule equalisation. Rack kit included. 5UB frequency band.","$3,505.00"
Mipro,ACT848,"MIPRO Quad Channel Wideband Digital Diversity Receiver with Encryption. 1 RU metal rack mountable receiver. 20Hz-20kHz (-2dB) frequency response with 256 bit encryption. Fully digital with impressive 2.9ms latency (to analogue output). Auto Scan operates over an impressive 72MHz of spectrum. Detachable antenna, XLR and 6.35mm jack outputs. AES output on XLR. Features ACT for one-button frequency sync to transmitters. Control and monitor up to 64 receiver channels via optional MIPRO-DVU USB dongle and software. 10 built-in SmartEQ presets and user definable capsule equalisation. Rack kit included 5UB frequency band.","$3,038.00"
Mipro,ACT848-DANTE,"MIPRO Quad Channel Wideband Digital Diversity Receiver with Encryption and Dante. 1 RU metal rack mountable receiver. 20Hz-20kHz (-2dB) frequency response with 256 bit encryption. Fully digital with impressive 2.9ms latency (to analogue output). Auto Scan operates over an impressive 72MHz of spectrum. Detachable antenna, XLR and 6.35mm jack outputs. Dante port for digital CAT5e connection to a Dante network. AES output on XLR. Features ACT for one-button frequency sync to transmitters. Control and monitor up to 64 receiver channels via optional MIPRO-DVU USB dongle and software. 10 built-in SmartEQ presets and user definable capsule equalisation. Rack kit included. 5UB frequency band.","$3,566.00"
Mipro,ACT800H,"MIPRO Rechargeable Wideband Digital Handheld Transmitter. Can operate from two standard non-rechargeable AA batteries or the supplied MB-5 rechargeable battery. Metal housing with Condenser capsule. LCD Status Screen. Charge via USB-C or with optional MP800 or MP820 charging stations. Three selectable gain settings, 256 bit encryption. 5UB frequency band. ","$1,061.00"
Mipro,ACT800T,"MIPRO Rechargeable Wideband Digital Bodypack Transmitter. Can operate from two standard non-rechargeable AA batteries or the supplied MB-5 rechargeable battery. Ultra slim magnesium alloy housing. Lightweight and compact size. LCD Status Screen. Charge via USB-C or with optional MP800 or MP820 charging stations. 256 bit encryption. 5UB frequency band. **Mic not included, please select lapel or headworn mics**","$1,030.00"
Mipro,BC100DT/MM205L,"MIPRO Wireless Base with 485mm Gooseneck Microphone. Mic base features an integrated wideband transmitter with rechargeable lithium battery. Features Talk/Mute switch on base with LED status indication. Gooseneck mic is a 485mm cardioid condenser with LED ring. Suits ACT818, ACT828 and ACT848. 5UB frequency band.  
",$788.00
Mipro,TA-80,"MIPRO Rechargeable Plug-on Digital Transmitter with XLR input. For direct connection to measurement microphones, interview microphones etc. Switchable 48V phantom power, up to 10mA current load. Flat and wide frequency response. Alloy housing. Lightweight and compact size. LCD Status Screen. Runs on supplied MB-5 Lithium battery. Use with supplied MP-8T one-slot charger or optional MP80 charging station (requires MPA-80 charger adaptor). 5UB frequency band. ","$1,447.00"
Mipro,MPA-80,MIPRO Adaptor to allow TA-80 transmitter to fit MP80 charging station. Use one charging slot of MP80.,$28.00
Mipro,AD12,"MIPRO Passive Antenna Divider/Combiner. The AD12 can allow two antennae to be connected to one receiver antenna output (for distributed antenna applications), or can combine two receiver antenna outputs for connection to a single antenna.  ",$135.00
Mipro,AT70W,MIPRO Omni-directional Transmit/Receive Antenna. TNC input connectors to connect with a receiver or a transmitter. RX connector has a 0-12dB adjustable booster. Can either be mounted on a mic stand or wall-mounted with MS-90 bracket. Priced per unit. ,$516.00
Mipro,AT90W,MIPRO Directional Transmit/Receive Antenna. Bi-functional log antenna with 130H x 75V degree coverage. TNC input connectors to connect with a receiver or a transmitter. RX connector has a 0-12dB adjustable booster. Can either be mounted on a mic stand or wall-mounted with MS-90 bracket. Priced per unit. ,$516.00
Mipro,AT100a,MIPRO Circularly Polarized Antenna. The AT-100a circularly polarized antenna can effectively reduce the polarization loss of the antenna to improve signal strength. TNC input connectors to connect with a receiver or a transmitter. RX connector has a 0-12dB adjustable booster. Waterproof and weather resistant for outdoor installations. Can either be mounted on a mic stand or wall-mounted with MS-90 bracket. Priced per unit. ,"$1,446.00"
Mipro,MS90,"MIPRO Wall Mounting bracket for AT70W, AT90W and AT100a. Priced per unit ",$103.00
Mipro,FAU-0.5,"MIPRO Antenna Patch cable. RG58A/U Male TNC to Male TNC, 0.5m",$27.00
Mipro,FAU-10,"MIPRO Antenna Extension cable. RG58A/U Male TNC to Male TNC, 10m",$48.00
Mipro,FAU-20,"MIPRO Antenna Extension cable. RG58A/U Male TNC to Male TNC, 20m",$72.00
Mipro,TNC-FF-PM,Panel mount TNC female to female connector for remote antenna mounting on a third-party wall plate.,$14.00
Mipro,MPB30,MIPRO UHF Gain Controllable Antenna Booster. Works with the AD-708 antenna divider to detect and automatically compensate for the signal loss of cables by controlling the built-in variable 0-14dB. TNC connectors. ,$390.00
Mipro,MP10,MIPRO Power Supply for Boosters. The MP10 can independently provide power to antenna boosters which allows for larger or more complex antenna dividing systems.,$176.00
Mipro,AD702,MIPRO Antenna Auto Gain Controller. Automatically detects the signal loss between the built-in booster of the antenna and AD702 itself. Can control and compensate for the signal loss of antenna cables precisely and automatically. Includes a bright LED indicator to identify antenna cable signal loss as well as the booster compensation status.,$244.00
Mipro,AD708,MIPRO UHF 4-Channel Auto Gain-Control Antenna Divider. The AD-708 is designed to work with an MPB-30 gain-controllable antenna booster to detect the signal loss to control and compensate for the signal loss of antenna cables precisely and automatically in order to avoid intermodulation caused by the higher gain supply from the booster. Includes 8 x TNC-TNC cables. ,"$1,293.00"
Mipro,MTS-100T,MIPRO Stationary Transmitter for Tour Guide/Assistive Listening System. Combo XLR/6.35mm input which can be switched between Mic/Line level. Switchable +48V Phantom Power for Mic Input. Rack mount via FB71 or two units via FB72 rack kits. Supplied with a standard rear panel antenna. Can also be used with AT70W Omni or AT90W Directional Antennas.,$895.00
Mipro,MTG-100T,"MIPRO Compact Bodypack Transmitter for Tour Guide/Assistive Listening System. Integrated Lithium battery which is charged by the MTG-C series drop-in chargers. 16 channels, 4 of which can be used side by side (allowing four different tour groups or language translation). Use with MU101P headworn mic. Supplied with lanyard.",$424.00
Mipro,MU101P,MIPRO Headworn Microphone for MTG-100T and MTG-100Ta. Cardioid condenser mic with 1.5m cable terminated in 3.5mm screw-in jack to suit MTG-100T/Ta. ,$144.00
Mipro,MTG-100Ha,"MIPRO Handheld Wireless Microphone for Tour Guide/Assistive Listening System. Runs from 2 x AA batteries. 16 channels, 4 of which can be used side by side (allowing four different tour groups or language translation)",$524.00
Mipro,MTG-100R,MIPRO Compact Bodypack Receiver for Tour Guide/Assistive Listening System. Easy to use and true diversity for exceptional reception quality. Integrated Lithium battery which is charged by the MTG-C series drop-in chargers. Use with E5s or E20S lightweight headphones. Supplied with lanyard.,$455.00
Mipro,E5S,MIPRO Single-sided earphone with 3.5 mm stereo mini jack. For MTG-100R or MTG-100Ra portable digital receiver.,$32.00
Mipro,E5S-100,MIPRO Disposable ear-pads for E5S single-sided earphone (pack of 100 pieces),$125.00
Mipro,E20S,MIPRO Lightweight headphones with 3.5 mm stereo mini jack. For MTG-100R or MTG-100Ra portable digital receiver.,$48.00
Mipro,E20S-100,MIPRO Disposable ear-pads for E20S headphones (pack of 100 pieces),$110.00
Mipro,NL5,Replacement Lanyards for MTG transmitters and receivers. Pack of 5.,$24.00
Mipro,MTG-100C4,MIPRO 4-slot charger for MTG-100T and MTG-100R. Quick charge in less than 4 hours. Red and green LED indication per slot. ,$346.00
Mipro,MTG-100C-CR,MIPRO Rack Kit to mount up to 4 x MTG-100C4 in a standard 19 rack. Great for both portable and fixed applications. Charge up to 16 MTG units in just 4 rack spaces. 4RU. ,$149.00
Mipro,MTG-100C12,MIPRO 12-slot charger and carry case. Quick charge in less than 4 hours. Red and green LED indication per slot. Innovative “Sync” button for automatic frequency synchronization from master to all MTG-100R receivers and MTG-100T transmitters. Organises 10 earphones and 2 headset microphone neatly in one case. ,"$1,813.00"
Mipro,MTG-100C28,MIPRO 28-slot charger and carry case. Quick charge in less than 4 hours. Red and green LED indication per slot. Innovative “Sync” button for automatic frequency synchronization from master to all MTG-100R receivers and MTG-100T transmitters. Organises 24 earphones and 2 headset microphone neatly in one case. Optional Ethernet management software. ,"$2,752.00"
Mipro,PC-100,MIPRO Ethernet based management and control software for MTG-100C28 charging case. ,$409.00
Mipro,MT24A,MIPRO Stationary 2.4GHz Transmitter for Tour Guide/Assistive Listening System. Combo XLR/6.35mm input which can be switched between Mic/Line level. Switchable +48V Phantom Power for Mic Input. Rack mount via FB71 or two units via FB72 rack kits. Supplied with a standard rear panel antenna. ,$572.00
Mipro,ACT24R,MIPRO Rechargeable 2.4GHz Digital Tour Guide and Assistive Listening Receiver. 12 selectable channels. Easy to use and true diversity for exceptional reception quality. Supplied with E10S stereo earphones. Lightweight and compact size. Runs on supplied MB-5 Lithium battery. Use with MP80 or MP-24-4 charger. 2.4GHz frequency band,$345.00
Mipro,MP-24-4,MIPRO 4-slot charger for ACT24R. Quick charge in less than 4 hours. Red and green LED indication per slot. ,$319.00
Mipro,MI58T/2RX,"MIPRO ISM Digital Stereo IEM Package. Includes 1 x MI58T transmitter, 2 x MI58R receivers, 2 x E8S-PRO in-ears and MP80 drop-in charger. Operates in the 5.8GHz band. Frequency response of 20Hz-23kHz with very low latency. 1/2 RU metal chassis, OLED display. Rear panel XLR/6.35mm combo inputs, 6.35mm loop outputs, ACT-BUS port for PC monitoring, front panel 3.5mm and 6.35mm headphone sockets. Digital Bodypack receiver with a lightweight, yet rugged magnesium and glass-fibre reinforced plastic case. Dual integrated diversity design antennas. Selectable stereo, mono and mixed output modes. Selectable EQ settings. 5.8GHz.", TBC
Mipro,MI58T,"MIPRO ISM Digital Stereo IEM transmitter. Operates in the 5.8GHz band. Frequency response of 20Hz-23kHz with very low latency. 1/2 RU metal chassis, OLED display. Rear panel XLR/6.35mm combo inputs, 6.35mm loop outputs, ACT-BUS port for PC monitoring, front panel 3.5mm and 6.35mm headphone sockets. 5.8GHz.",$577.00
Mipro,MI58TD,"MIPRO ISM Digital Stereo IEM transmitter with analogue and DANTE inputs. Operates in the 5.8GHz band. Frequency response of 20Hz-23kHz with very low latency. 1/2 RU metal chassis, OLED display. Rear panel XLR/6.35mm combo inputs, DANTE input, 6.35mm loop outputs, ACT-BUS port for PC monitoring, front panel 3.5mm and 6.35mm headphone sockets. 5.8GHz","$1,070.00"
Mipro,MI58R,"MIPRO ISM Digital Bodypack receiver with a lightweight, yet rugged magnesium and glass-fibre reinforced plastic case. Dual integrated diversity design antennas. Selectable stereo, mono and mixed output modes. Selectable EQ settings. Supplied with E8S-PRO in-ears. Use with either M8 single, or MP80 dual chargers. 5.8GHz.",$351.00
Mipro,E8S-PRO,"MIPRO in-ear monitors. Balanced full range sound using single transducers, Supplied with three sizes of silicon ear sleeves. connector. 15Hz-22kHz freq response, 16 Ohms, 26dB noise isolation.",$112.00
Mipro,E8P-PRO,"MIPRO Professional in-ear monitors. Detachable cable with replaceable silicon ear sleeves. High efficiency dual-dynamic coaxial drivers. 15Hz-22kHz freq response, 16 Ohms, 26dB noise isolation.",$303.00
Mipro,FBC72,"MIPRO 5.8Ghz Rear-to-front antenna cable, to allow front mounting of antenna when used with FB71 or FB72 rack kits. ",$76.00
Mipro,AT-58,"MIPRO 5 GHz Multi-function Directional Log Antenna, High-efficiency directional structure with 10 dBi gain, ",$575.00
Mipro,AD-58,"MIPRO 5 GHz 4-Channel Transmitting Antenna Combiner, Combines up to four 5 GHz MI-58T / MI-58TD transmitters into a single antenna output, streamlining antenna infrastructure.","$1,150.00"
Mipro,MM107,MIPRO Supercardioid Dynamic wired microphone with on/off switch. Great all-rounder for speech and performance applications. Includes 5m XLR-XLR cable. ,$67.00
Mipro,MM107 TRIO,MIPRO. Three Supercardioid Dynamic wired microphones each with on/off switch and 5m XLR-XLR cable. Great all-rounder for speech and performance applications. Supplied in bulk (brown-box) packaging. ,$160.00
Mipro,MM39,"MIPRO Supercardioid Dynamic wired microphone with on/off switch. Unique shock absorbing design for low handling noise. Includes 5m XLR-XLR cable, mic clip and carry bag.",$239.00
Mipro,2FA034,"MIPRO XLR-Jack (6.35mm) Coiled Microphone Cable. To connect MM107 or MM39 microphones with MA100, MA101, MA202 and MA303 Portable PA's.",$18.00
Mipro,MM202J,MIPRO Condenser Uni-directional Gooseneck microphone with 3-pin XLR. Perfect for lectern and conference table applications. 485mm in length. ,$257.00
Mipro,MU55HTS-SHURE,"MIPRO Headworn microphone to suit SHURE® wireless bodypacks. Sub miniature Headworn Microphone. Only 4.5mm. Omni-directional Condenser Microphone with 1.5m cable terminated in 4-pin TA4F style connector to suit SHURE® bodypacks. Supplied with three sizes of headbands. Detachable boom can be worn on either left or right. Inconspicuous, lightweight and waterproof. Beige. ",$232.00
Mipro,MU55HTS-SENN,"MIPRO Headworn microphone to suit SENNHEISER® wireless bodypacks. Sub miniature Headworn Microphone. Only 4.5mm. Omni-directional Condenser Microphone with 1.5m cable terminated in a locking 3.5mm connector to suit SENNHEISER® bodypacks. Supplied with a medium headband (other sizes available). Detachable boom can be worn on either left or right. Inconspicuous, lightweight and waterproof. Beige. ",$232.00
Mipro,MU-2FS,"MIPRO small beige headband to suit MU53HNS, MU55HNS plus Shure/Senn models",$51.00
Mipro,MU-2FM,"MIPRO medium beige headband to suit MU53HNS, MU55HNS plus Shure/Senn models",$51.00
Mipro,MU-2FL,"MIPRO large beige headband to suit MU53HNS, MU55HNS plus Shure/Senn models",$51.00
Mipro,MD20,MIPRO Mic clip for wireless handheld microphones. ,$23.00
Mipro,MJ53,MIPRO MJ53 allows a condenser microphone with mini XLR plug to connect directly to the XLR jack input of a mixer which provides 12 -48 V DC phantom power. Perfect when using MU series lapel and headworn mics for non-wireless applications. ,$50.00
Mipro,MJ70,"MIPRO Remote Mute Switch for Bodypack Transmitters. Simply plug into the mute jack on a MIPRO bodypack and easily and discreetly mute the audio with the push button. Compatible with ACT24TC, ACT32T, ACT32TC, ACT70T, ACT70TC, ACT80T and ACT80TC bodypack transmitters.",$59.00
Mipro,MD101,MIPRO Transmitter Holder for ACT32T. Use with MM202S or MM202 Gooseneck Mic's and create a desktop wireless solution using an ACT32T bodypack. ,$59.00
Mipro,MM202S,MIPRO Short Condenser Uni-directional Gooseneck Microphone with mini 4-pin XLR for direct connection to MIPRO bodypack transmitters. Use with MD101 to create a wireless desktop mic for lecterns or boardroom tables. 130mm length. ,$149.00
Mipro,MM202,MIPRO Long Condenser Uni-directional Gooseneck Microphone with mini 4-pin XLR for direct connection to MIPRO bodypack transmitters. Use with MD101 to create a wireless desktop mic for lecterns or boardroom tables. 470mm length. ,$176.00
Mipro,BC100,MIPRO BC-100 can be used as a boundary microphone or connected with an MM205 gooseneck microphone to be a desktop conference microphone. Insert a MIPRO ACT32T Series bodypack transmitter into the BC-100 base as a wireless conference microphone. The back panel has a balanced XLR connector with a switch to select the audio source from either the inner boundary microphone or the optional gooseneck microphone.,$210.00
Mipro,MM205L,"MIPRO Condenser Uni-directional Gooseneck Microphone with 4-pin XLR to suit BC100, BC100WT or BC100DT. Condenser microphone, 485mm in length with LED ring.  ",$193.00
Mipro,ASP30,"MIPRO Aerobic Pouch (Neoprene). Compatible with ACT24TC, ACT32T, ACT32TC, ACT700T and ACT800T bodypack transmitters.",$48.00
Mipro,MU40G,"MIPRO Guitar Cable. Compatible with ACT24TC, ACT32T, ACT32TC, ACT700T and ACT800T bodypack transmitters.",$35.00
Mipro,RH77a,"MIPRO Multi-coloured ID rings for ACT32H, ACT700H and ACT800H handheld transmitters. Set of 10. ",$73.00
Mipro,RH87,"MIPRO Multi-coloured ID rear clips for ACT70H, ACT70HC, ACT80H and ACT80HC. Set of 10. ",$73.00
Mipro,MA100,"MIPRO Portable PA, 50 Watts with Bluetooth audio player, USB Music Player/Recorder and a Single Wireless Mic Receiver with Auto Scan and ACT Sync. Mic In (6.35mm), Line In (3.5mm) and Line Out (3.5mm). Siren button for evacuation. 5"" full range speaker. Li-ion batteries with up to 10 hours of standby time. 135 x 144 x 240mm. 1.9kg.",$769.00
Mipro,MA100D,"MIPRO Portable PA, 50 Watts with Bluetooth audio player, USB Music Player/Recorder and a Dual Wireless Mic Receiver with Auto Scan and ACT Sync. Mic In (6.35mm), Line In (3.5mm) and Line Out (3.5mm). Siren button for evacuation. 5"" full range speaker. Li-ion batteries with up to 10 hours of standby time. 135 x 144 x 240mm. 1.9kg.",$948.00
Mipro,MA200,"MIPRO Portable PA, 2-way design, 60 Watts with Bluetooth audio player, USB Music Player/Recorder and a Single Wireless Mic Receiver with Auto Scan and ACT Sync. Mic In (6.35mm), Line In (3.5mm) and Line Out (3.5mm). Siren button for evacuation. 5"" speaker and 1"" tweeter. Li-ion batteries with up to 10 hours of standby time. 163 x 204 x 276mm. 2.4kg.",$859.00
Mipro,MA200D,"MIPRO Portable PA, 2-way design, 60 Watts with Bluetooth audio player, USB Music Player/Recorder and a Dual Wireless Mic Receiver with Auto Scan and ACT Sync. Mic In (6.35mm), Line In (3.5mm) and Line Out (3.5mm). Siren button for evacuation. 5"" speaker and 1"" tweeter. Li-ion batteries with up to 10 hours of standby time. 163 x 204 x 276mm. 2.4kg.",$994.00
Mipro,SC100,MIPRO Carry Bag for MA101 and MA100 Series. Includes pouches for transmitters and accessories. ,$55.00
Mipro,SC200,MIPRO Carry Bag for MA200 Series. Includes pouches for transmitters and accessories. ,$76.00
Mipro,MS30,"MIPRO tripod stand with 5/8"" thread to suit MA101, MA100, MA200 and MA300 series. Extends from 95cm to 155cm. Silver.",$60.00
Mipro,MA101PA,"MIPRO Portable PA, 45 Watts with integrated lithium rechargeable battery. 5"" full range speaker. Supplied with cord microphone and shoulder strap. 6.35mm Mic Input and 3.5mm Line Input. Use on a table, microphone stand or over the shoulder. 2.2kg. 
",$407.00
Mipro,MA101B-5,"MIPRO Portable PA with Wireless Receiver, 45 Watts with integrated rechargeable battery. Receiver features Auto Scan and ACT Sync. 5"" full range speaker. Use with either ACT32H handheld, or ACT32T bodypack transmitters. 6.35mm Mic Input and 3.5mm Line Input, 3.5mm Line Output. Use on a desk, microphone stand or over the shoulder. Li-ion batteries with up to 10 hours of standby time. 5NB frequency band. 2.2kg.",$731.00
Mipro,MA300,"MIPRO Portable PA, 60 Watts with Bluetooth audio player, USB Music Player/Recorder and a Single Wireless Mic Receiver with Auto Scan and ACT Sync. Compact size (A4 sheet of paper dimensions) with 5"" woofer and 1"" tweeter. Li-ion batteries with up to 10 hours of standby time. 2.7kg.","$1,104.00"
Mipro,MA300D,"MIPRO Portable PA, 60 Watts with Bluetooth audio player, USB Music Player/Recorder and Dual Wireless Mic Receivers with Auto Scan and ACT Sync. Compact size (A4 sheet of paper dimensions) with 5"" woofer and 1"" tweeter. Li-ion batteries with up to 10 hours of standby time. 2.7kg","$1,258.00"
Mipro,SC300,MIPRO Carry Bag for MA300 Series. Includes pouches for transmitters and accessories. ,$78.00
Mipro,MA505PA,"MIPRO Portable PA, 100 Watts with Bluetooth audio player. 8"" woofer and 1"" HF driver. Supplied with Cord Microphone. Includes integrated rechargeable lithium battery. XLR Mic Input, 6.35mm Mic Input, 3.5mm Line Input, 3.5mm Line Output. Also includes one-button alarm/siren. Use on a table or speaker stand. Can be optioned with up to two wireless modules (any combination of MRM70B receiver or MTM91 interlink transmitter), or DPM3P USB/SD Player/Recorder, or CDM2 CD/USB Player Modules. 8.5kg. ","$1,584.00"
Mipro,MA505DPM3,"MIPRO Portable PA, 100 Watts with Bluetooth audio player. 8"" woofer and 1"" HF driver. Supplied with Cord Microphone. Includes integrated DPM3 USB/SD Player/Recorder. Includes integrated rechargeable lithium battery. XLR Mic Input, 6.35mm Mic Input, 3.5mm Line Input, 3.5mm Line Output. Also includes one-button alarm/siren. Use on a table or speaker stand. Can be optioned with up to two wireless modules (any combination of MRM70B receiver or MTM91 interlink transmitter). 5NB frequency band. 8.5kg. ","$1,947.00"
Mipro,MA505R2DPM3,"MIPRO Portable PA, 100 Watts with Bluetooth audio player, two wireless receivers and DPM3 USB/SD Audio Player/Recorder. 8"" woofer and 1"" HF driver. Includes integrated rechargeable lithium battery. XLR Mic Input, 6.35mm Mic Input, 3.5mm Line Input, 3.5mm Line Output. Also includes one-button alarm/siren. Use on a table or speaker stand. Can be optioned with a further two wireless modules for a total of four (use any combination of MRM70B receiver or MTM91 interlink transmitter). 5NB frequency band. 8.5kg. ","$2,209.00"
Mipro,MA505EXP,"MIPRO Extension Speaker for MA505. Same dimensions and look as MA505. Features 8"" woofer and 1"" HF driver. Supplied with 10m cable. Use on a table or speaker stand. ",$829.00
Mipro,SC505,MIPRO Protective carry and storage bag for MA505. Includes pouches for transmitters and other accessories.,$86.00
Mipro,MRM70B-5,"MIPRO Wireless Mic Receiver Module. Install up to two per MA505 for a total of two wireless mics from an MA505PA or MA505DPM3, or four from a MA505R2DPM3. 5NB frequency band.",$293.00
Mipro,MTM91-6,MIPRO Wireless Interlinking Transmitter to create a wireless link to additional MIPRO Portable PA's. Receiving units must be fitted with a MRM70B-6 Receiver Module. 6B frequency band.,$364.00
Mipro,MRM70B-6,MIPRO Wireless Receiver Module to suit MTM91-6 Interlink Transmitter. 6B frequency band.,$293.00
Mipro,DPM3P,MIPRO USB/SD Audio Player/Recorder Module for MA505PA with remote control. Supports MP3 / WMA / FLAC / APE / WAV / M4A / AAC / OGG formats.,$318.00
Mipro,CDM2,MIPRO CD/USB Audio Player Module for all MA505 models. Includes wireless remote control. ,$634.00
Mipro,MA707PA,"MIPRO Portable PA, 100 Watts. 8"" full range speaker. Supplied with Cord Microphone. Integrated dual gel cell batteries. XLR and 6.35mm Mic Inputs, 6.35mm Line Input, 6.35mm Line Output. Use on a table or speaker stand. Can be optioned with up to two MRM70B wireless modules and CDM2P CD/USB Player or CDM2BP CD/USB/Bluetooth Module. 14.8kg. ","$1,025.00"
Mipro,MA707PAM-5,"MIPRO Portable PA, 100 Watts with Wireless Mic Receiver. 8"" full range speaker. Integrated dual gel cell batteries. XLR and 6.35mm Mic Inputs, 6.35mm Line Input, 6.35mm Line Output. Use on a table or speaker stand. Can be optioned with a second MRM70B wireless module and CDM2P CD/USB Player or CDM2BP CD/USB/Bluetooth Module. 5NB frequency band. 14.8kg. ","$1,254.00"
Mipro,MA707CDMB-5,"MIPRO Portable PA, 100 Watts with Wireless Mic Receiver and CDM2BP CD/USB Audio Player with Bluetooth. 8"" full range speaker. Integrated dual gel cell batteries. XLR and 6.35mm Mic Inputs, 6.35mm Line Input, 6.35mm Line Output. Use on a table or speaker stand. Can be optioned with a second MRM70B wireless module. 5NB frequency band. 14.8kg. ","$1,792.00"
Mipro,MA707EXP,"MIPRO Extension Speaker for MA707. Same dimensions and look as MA707. Features 8"" full range speaker. Supplied with 10m cable. Use on a table or speaker stand. ",$473.00
Mipro,SC707,MIPRO Protective carry and storage bag for MA707. Includes pouches for transmitters and other accessories.,$98.00
Mipro,CDM2P,MIPRO CD/USB Audio Player Module for MA707PA and MA707PAM-5. Includes wireless remote control. ,$634.00
Mipro,CDM2BP,MIPRO CD/USB/Bluetooth Audio Player Module for MA707PA and MA707PAM-5. Includes wireless remote control. ,$634.00
Mipro,MA708PAB,"MIPRO Portable PA, 190 Watts with Bluetooth. 8"" woofer, 1"" compression driver. Supplied with Cord Microphone. Integrated dual gel cell batteries. XLR and 6.35mm Mic Inputs, Single RCA Line Input, Single RCA Line Output. Use on a table or speaker stand. Can be optioned with up to four wireless mics with MRM70B receiver modules or MTM91 interlink transmitter module. Optional CD/USB Music Player. 16.3kg. ","$1,572.00"
Mipro,MA708PAMB-5,"MIPRO Portable PA, 190 Watts with Bluetooth and Wireless Mic Receiver. 8"" woofer, 1"" compression driver. Integrated dual gel cell batteries. XLR and 6.35mm Mic Inputs, Single RCA Line Input, Single RCA Line Output. Use on a table or speaker stand. Can be optioned with up to four wireless mics with MRM70B wireless modules or MTM91 interlink transmitter module. Optional CD/USB Music Player. 5NB frequency band. 16.3kg. ","$1,882.00"
Mipro,MA708CDMB-5,"MIPRO Portable PA, 190 Watts with Bluetooth and Wireless Mic Receiver and CD/USB Player Module. 8"" woofer, 1"" compression driver. Integrated dual gel cell batteries. XLR and 6.35mm Mic Inputs, Single RCA Line Input, Single RCA Line Output. Use on a table or speaker stand. Can be optioned with up to four wireless mics with MRM70B wireless modules or MTM91 interlink transmitter module. 5NB frequency band. 16.3kg. ","$2,306.00"
Mipro,MA708EXP,"MIPRO Extension Speaker for MA708. Same dimensions and look as MA708. 8"" woofer and 1"" compression driver. Supplied with 10m cable. Use on a table or speaker stand. ",$975.00
Mipro,SC708,MIPRO Protective carry and storage bag for MA708. Includes pouches for transmitters and other accessories.,$154.00
Mipro,MA808PAB,"MIPRO Portable PA with Bluetooth, 265 Watts Biamped. 10"" woofer, 1"" compression driver. Supplied with Cord Microphone. Integrated dual gel cell batteries. XLR and 6.35mm Mic Inputs, Single RCA Line Input, Single RCA Line Output. Use on a table or speaker stand. Can be optioned with up to four wireless mics with MRM70B receiver modules or MTM91 interlink transmitter module. Optional CD/USB Music Player. 20.5kg. ","$2,992.00"
Mipro,MA808PAMB-5,"MIPRO Portable PA with Bluetooth and Wireless Mic Receiver, 265 Watts Biamped. 10"" woofer, 1"" compression driver. Integrated dual gel cell batteries. XLR and 6.35mm Mic Inputs, Single RCA Line Input, Single RCA Line Output. Use on a table or speaker stand. Can be optioned with up to four wireless mics with MRM70B wireless modules or MTM91 interlink transmitter module. Optional CD/USB Music Player. 5NB frequency band. 20.5kg. ","$3,222.00"
