Brand,Product Types,Product Sub Type,Product Name,Option 1,Option 2,Option 3,Code,Retail Excl,Wholesale Excl
Bouncepad,Tablet Enclosure,Desk,Bouncepad Desk - iPad,iPad Air 13.0 M4,,,BP-DSK121-EEW,388.5,349.65
Bouncepad,Tablet Enclosure,Desk,Bouncepad Desk - iPad,iPad Air 13.0 M4,,,BP-DSK121-EEB,388.5,349.65
Bouncepad,Tablet Enclosure,Desk,Bouncepad Desk - iPad,iPad Air 13.0 M4,,,BP-DSK121-CCW,388.5,349.65
Bouncepad,Tablet Enclosure,Desk,Bouncepad Desk - iPad,iPad Air 13.0 M4,,,BP-DSK121-CCB,388.5,349.65
Bouncepad,Tablet Enclosure,Desk,Bouncepad Desk - iPad,iPad Air 11.0 M4,,,BP-DSK120-EEW,388.5,349.65
Bouncepad,Tablet Enclosure,Desk,Bouncepad Desk - iPad,iPad Air 11.0 M4,,,BP-DSK120-EEB,388.5,349.65
Bouncepad,Tablet Enclosure,Desk,Bouncepad Desk - iPad,iPad Air 11.0 M4,,,BP-DSK120-CCW,388.5,349.65
Bouncepad,Tablet Enclosure,Desk,Bouncepad Desk - iPad,iPad Air 11.0 M4,,,BP-DSK120-CCB,388.5,349.65
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Pro 13 M5,Black,Covered Home Button & Front Camera,BP-FLX122-CCB,472.5,425.25
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Pro 13 M5,White,Covered Home Button & Front Camera,BP-FLX122-CCW,472.5,425.25
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Pro 11 M5,Black,Covered Home Button & Front Camera,BP-FLX123-CCB,472.5,425.25
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Pro 11 M5,White,Covered Home Button & Front Camera,BP-FLX123-CCW,472.5,425.25
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Pro 11 M5,Black,Exposed Home Button & Front Camera,BP-FLX123-EEB,472.5,425.25
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Pro 13 M5,White,Exposed Home Button & Front Camera,BP-FLX122-EEW,472.5,425.25
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Pro 11 M5,White,Exposed Home Button & Front Camera,BP-FLX123-EEW,472.5,425.25
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Pro 13 M5,Black,Exposed Home Button & Front Camera,BP-FLX122-EEB,472.5,425.25
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Air 13.0 M4,,,BP-FLX121-EEW,472.5,425.25
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Air 13.0 M4,,,BP-FLX121-EEB,472.5,425.25
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Air 13.0 M4,,,BP-FLX121-CCW,472.5,425.25
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Air 13.0 M4,,,BP-FLX121-CCB,472.5,425.25
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Air 11.0 M4,,,BP-FLX120-EEW,472.5,425.25
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Air 11.0 M4,,,BP-FLX120-EEB,472.5,425.25
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Air 11.0 M4,,,BP-FLX120-CCW,472.5,425.25
Bouncepad,Tablet Enclosure,Desk,Bouncepad Flex - iPad,iPad Air 11.0 M4,,,BP-FLX120-CCB,472.5,425.25
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Pro 13 M5,White,Exposed Home Button & Front Camera,BP-FST122-EEW,766.5,689.85
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Pro 13 M5,White,Covered Home Button & Front Camera,BP-FST122-CCW,766.5,689.85
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Pro 13 M5,Black,Exposed Home Button & Front Camera,BP-FST122-EEB,766.5,689.85
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Pro 13 M5,Black,Covered Home Button & Front Camera,BP-FST122-CCB,766.5,689.85
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Pro 11 M5,White,Exposed Home Button & Front Camera,BP-FST123-EEW,766.5,689.85
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Pro 11 M5,White,Covered Home Button & Front Camera,BP-FST123-CCW,766.5,689.85
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Pro 11 M5,Black,Exposed Home Button & Front Camera,BP-FST123-EEB,766.5,689.85
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Pro 11 M5,Black,Covered Home Button & Front Camera,BP-FST123-CCB,766.5,689.85
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Air 13.0 M4,,,BP-FST121-EEW,766.5,689.85
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Air 13.0 M4,,,BP-FST121-EEB,766.5,689.85
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Air 13.0 M4,,,BP-FST121-CCW,766.5,689.85
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Air 13.0 M4,,,BP-FST121-CCB,766.5,689.85
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Air 11.0 M4,,,BP-FST120-EEW,766.5,689.85
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Air 11.0 M4,,,BP-FST120-EEB,766.5,689.85
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Air 11.0 M4,,,BP-FST120-CCW,766.5,689.85
Bouncepad,Tablet Enclosure,Floorstand,Bouncepad Floorstand - iPad,iPad Air 11.0 M4,,,BP-FST120-CCB,766.5,689.85
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Shoulder and Hand Strap Case - Lenovo M10 Plus TB-X606F/606X Built in Screen Protector,,,,FR-G608,93.45,34.55
Newnex,AV Hardware,Power & Cables,"USB-C Active Extension Cable USB 3.1 Gen 2 10Gbps, DisplayPort 1.4, and 60W PD - 4 Metres",,,,ULK10G-CCEX-4M,583.49,466.8
Salamander Designs,AV Hardware,AV Carts,"Acadia Pro Wall Stand for 40""-90"" TV",,,,EP-STAND-PRO,781.74,586.3
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Waterproof Case (IP68) - iPad Air 11 6th Gen,,,,AR-W115,78.25,66.51
Vestaboard,AV Hardware,Smart Display,Vestaboard Bit,Spare Part/Warranty,,,85-0002,41,36.9
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Screen Protector soft PET film - iPad 10.9 10th Gen,,,,AR-SPT114,4.59,3.9
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"Shoulder and Hand Strap Case - iPad Air 11"" M2 & M3",,,,AR-G115,60.9,48.72
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Hand Strap Case - Surface Pro 9 /10,,,,AR-G309,60.9,48.72
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Tempered Glass Screen Protector - Surface Pro 9/10,,,,AR-SP309,21,16.8
Tab Secure,Tablet Enclosure,Power & Cables,White 2m Lightning to USB-A Right Angled,,,,TS-CABA-2W,27.8261,13.9
Vestaboard,AV Hardware,Smart Display,Frame Lock Kit,,,,85-0005,26.95,24.25
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Universal Lanyard for smartphone/iPod,Black,,,AE-LAN1-B,16.17,12.12
Qbic,AV Hardware,Touchscreens,Industrial Panel PC 0520,,,,QOM-0520,929.5652,743.6522
Qbic,AV Hardware,Touchscreens,Industrial Panel PC 0720,,,,QOM-0720,955.6522,764.5217
Qbic,AV Hardware,Touchscreens,Industrial Panel PC QCB-1000,,,,QCB-1000,633.913,507.1304
iPort,Tablet Enclosure,Desk,iPort CONNECT PRO BaseStation,White,,,IP-72353,703.47,633.12
iPort,Tablet Enclosure,Desk,iPort CONNECT PRO BaseStation,Black,,,IP-72352,703.47,633.12
iPort,Tablet Enclosure,Wall,iPort CONNECT PRO WallStation,White,,,IP-72351,703.47,633.12
iPort,Tablet Enclosure,Wall,iPort CONNECT PRO WallStation,Black,,,IP-72350,703.47,633.12
iPort,Tablet Enclosure,Wall,"iPort CONNECT PRO Case for iPad (A16) 11"" & 10th Gen 10.9""",White,,,IP-72341,703.47,633.12
iPort,Tablet Enclosure,Wall,"iPort CONNECT PRO Case for iPad (A16) 11"" & 10th Gen 10.9""",Black,,,IP-72340,703.47,633.12
iPort,Tablet Enclosure,Wall,CONNECT PRO VESAStation,White,,,IP-72358,739.13,665.21
iPort,Tablet Enclosure,Wall,CONNECT PRO VESAStation,Black,,,IP-72357,739.13,665.21
C-Link,Tablet Enclosure,Power & Cables,188W GaN Fast Charge MultiPort USB-C PD 3.1 Charger - 3x USB-C & 2x USB-A,,,,CL-W188A0957,94.78,75.82
Vestaboard,AV Hardware,Smart Display,Vestaboard 2.5m Cord,BLACK,Plug type I,,85-0003-I,16.52,14
Vestaboard,AV Hardware,Smart Display,Vestaboard 2.5m Cord,WHITE,Plug type I,,85-0004-I,16.52,14
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case - iPad Air 11"" M2 & M3",Blue,,,AB-EVA115-BL,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Anti-Spy Privacy Tempered Glass Screen Protector,iPad Pro 13 M5,,,AR-ASP122,33.91,28.82
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Shoulder and Hand Strap Case - iPad Pro 13 M5,,,,AR-G122,69.55,59.11
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Shoulder and Hand Strap Case - iPad Pro 11 M5,,,,AR-G123,60.9,48.72
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Bluetooth Keyboard with Leather Folio for iPad Pro 11 M5,,,,AR-KBLB123,60.86,48.69
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Survivor Case - iPad Pro 11 M5,,,,AR-S123-BK,46.25,37
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Screen Protector soft PET film - iPad Pro 13 M5,,,,AR-SPT122,4.59,3.9
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Screen Protector soft PET film - iPad Pro 11 M5,,,,AR-SPT123,4.59,3.9
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Waterproof Case (IP68) - iPad Pro 11 M5,,,,AR-W123,78.25,66.51
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case - iPad Air 11"" M4",Red,,,AB-EVA120-RE,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case - iPad Air 11"" M4",Purple,,,AB-EVA120-PU,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case - iPad Air 11"" M4",Pink,,,AB-EVA120-PI,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case - iPad Air 11"" M4",Orange,,,AB-EVA120-OR,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case - iPad Air 11"" M4",Green,,,AB-EVA120-GR,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case - iPad Air 11"" M4",Blue,,,AB-EVA120-BL,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case - iPad Air 11"" M4",Black,,,AB-EVA120-BK,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"Waterproof Case (IP68) - iPad Air 11"" M4",,,,AR-W120,78.25,66.51
Tab Secure,Tablet Enclosure,Desk,Tab Secure Desk Rotating Base - iPad,iPad Air 11.0 M4,,,TS-ROTA120-EEB,216.5217,173.2174
Tab Secure,Tablet Enclosure,Desk,Tab Secure Desk Rotating Base - iPad,iPad Air 11.0 M4,,,TS-ROTA120-EEW,216.5217,173.2174
Tab Secure,Tablet Enclosure,Desk,Tab Secure Desk Rotating Base - iPad,iPad Air 13.0 M4,,,TS-ROTA121-EEB,242.6087,194.087
Tab Secure,Tablet Enclosure,Desk,Tab Secure Desk Rotating Base - iPad,iPad Air 13.0 M4,,,TS-ROTA121-EEW,242.6087,194.087
Tab Secure,Tablet Enclosure,Desk,Tab Secure Desk - iPad,iPad Air 11.0 M4,,,TS-DSK120-EEB,216.5217,173.2174
Tab Secure,Tablet Enclosure,Desk,Tab Secure Desk - iPad,iPad Air 11.0 M4,,,TS-DSK120-EEW,216.5217,173.2174
Tab Secure,Tablet Enclosure,Desk,Tab Secure Desk - iPad,iPad Air 13.0 M4,,,TS-DSK121-EEB,216.5217,173.2174
Tab Secure,Tablet Enclosure,Desk,Tab Secure Desk - iPad,iPad Air 13.0 M4,,,TS-DSK121-EEW,216.5217,173.2174
Tab Secure,Tablet Enclosure,Floorstand,Tab Secure Floorstand - iPad,iPad Air 11.0 M4,,,TS-FST120-EEB,378.2609,302.6087
Tab Secure,Tablet Enclosure,Floorstand,Tab Secure Floorstand - iPad,iPad Air 11.0 M4,,,TS-FST120-EEW,378.2609,302.6087
Tab Secure,Tablet Enclosure,Floorstand,Tab Secure Floorstand - iPad,iPad Air 13.0 M4,,,TS-FST121-EEB,378.2609,302.6087
Tab Secure,Tablet Enclosure,Floorstand,Tab Secure Floorstand - iPad,iPad Air 13.0 M4,,,TS-FST121-EEW,378.2609,302.6087
Tab Secure,Tablet Enclosure,Desk,Tab Secure Table Top - iPad,iPad Air 11.0 M4,,,TS-TBL120-EEB,242.6087,194.087
Tab Secure,Tablet Enclosure,Desk,Tab Secure Table Top - iPad,iPad Air 11.0 M4,,,TS-TBL120-EEW,242.6087,194.087
Tab Secure,Tablet Enclosure,Desk,Tab Secure Table Top - iPad,iPad Air 13.0 M4,,,TS-TBL121-EEB,242.6087,194.087
Tab Secure,Tablet Enclosure,Desk,Tab Secure Table Top - iPad,iPad Air 13.0 M4,,,TS-TBL121-EEW,242.6087,194.087
Tab Secure,Tablet Enclosure,Wall,Tab Secure Wallmount - iPad,iPad Air 11.0 M4,,,TS-WMT120-EEB,216.5217,173.2174
Tab Secure,Tablet Enclosure,Wall,Tab Secure Wallmount - iPad,iPad Air 11.0 M4,,,TS-WMT120-EEW,216.5217,173.2174
Tab Secure,Tablet Enclosure,Wall,Tab Secure Wallmount - iPad,iPad Air 13.0 M4,,,TS-WMT121-EEB,216.5217,173.2174
Tab Secure,Tablet Enclosure,Wall,Tab Secure Wallmount - iPad,iPad Air 13.0 M4,,,TS-WMT121-EEW,216.5217,173.2174
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Tempered Glass Screen Protector - iPad Air 2,,,,AR-SP107,21,16.8
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Tempered Glass Screen Protector - iPad Air 10.9 4-5th Gen,,,,AR-SP108,21,16.8
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Tempered Glass Screen Protector - iPad Pro 10.5/Air3,,,,AR-SP109,21,16.8
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Tempered Glass Screen Protector - Apple iPad Air 1-2nd Gen,,,,AR-SP101,21,16.8
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Tempered Glass Screen Protector - Apple iPad Air etc,,,,AR-SP102,21,16.8
Sprocket,Tablet Enclosure,Floorstand,Totem Full Branded Stand for iPad,iPad Air 4-5,Black,Custom,SD-T532068,1346.96,1212.26
Sprocket,Tablet Enclosure,Floorstand,Totem Full Branded Stand for iPad,iPad Air 4-5,White,Custom,SD-T532085,1346.96,1212.26
Sprocket,Tablet Enclosure,Floorstand,Totem Full branded stand with printer holder for iPad,iPad Air 4-5,Black,Custom,SD-TP531932,1468.7,1321.83
Sprocket,Tablet Enclosure,Floorstand,Totem Full branded stand with printer holder for iPad,iPad Air 4-5,White,Custom,SD-TP531949,1468.7,1321.83
Sprocket,Tablet Enclosure,Floorstand,T Print B10 for iPad,iPad Air 4-5,Black,Generic Graphics as per images,SP-517754,1009.11,908.19
Sprocket,Tablet Enclosure,Floorstand,T Print B10 for iPad,iPad Air 4-5,White,Generic Graphics as per images,SP-518009,1009.11,908.19
Sprocket,Tablet Enclosure,Floorstand,T Print B10 for iPad,iPad Air 4-5,Black,Custom Branding,SP-531898,1130.11,1017.09
Sprocket,Tablet Enclosure,Floorstand,T Print B10 for iPad,iPad Air 4-5,White,Custom Branding,SP-531915,1130.11,1017.09
Screen Shield,Tablet Enclosure,Spare Parts,Screenshield Anti-Bacterial Screen Protector,"iPad 9.7, Air, Air 2",,,SS-SC103,49.13,44.22
Screen Shield,Tablet Enclosure,Spare Parts,Screenshield Anti-Bacterial Screen Protector,iPad Air 10.9 4-5th Gen,,,SS-SC109,49.13,44.22
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case - iPad Air 11"" M2 & M3",Red,,,AB-EVA115-RE,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case - iPad Air 11"" M2 & M3",Purple,,,AB-EVA115-PU,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case - iPad Air 11"" M2 & M3",Pink,,,AB-EVA115-PI,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case - iPad Air 11"" M2 & M3",Orange,,,AB-EVA115-OR,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case  - iPad 11"" 11th Gen",Red,,,AB-EVA119-RE,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case  - iPad 11"" 11th Gen",Purple,,,AB-EVA119-PU,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case  - iPad 11"" 11th Gen",Pink,,,AB-EVA119-PI,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"EVA Shockproof Case  - iPad 11"" 11th Gen",Orange,,,AB-EVA119-OR,41.95,26.02
Generic - Grip Case,Tablet Enclosure,Grip Case,Slim Folio Case - iPad 10.9 10th Gen,Black,,,AR-SF114-BK,42.6,34.08
Generic - Grip Case,Tablet Enclosure,Grip Case,Slim Folio Case - iPad 10.9 10th Gen,Sky  Blue,,,AR-SF114-SB,42.6,34.08
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"Survivor Case - Tab S6 Lite 10.4"" - 2024",,,,AR-S216-BK,46.25,18.39
Generic - Grip Case,Tablet Enclosure,Spare Parts,Screen Protector soft PET film - A7 Lite  ,,,,AR-SPT214,4.59,3.9015
C-Link,Tablet Enclosure,Power & Cables,"USB-C 240W Power Delivery Adaptor – USB4, PD 3.1, 8K Video Support",,,,CL-USBC-CON,25.21,12
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"Bluetooth Keyboard with Leather Folio for iPad Air 11"" M2 & M3",,,,AR-KBLB115,60.86,48.69
Generic - Grip Case,Tablet Enclosure,Tablet Cases,EVA Shockproof Case  - iPad 10.9 10th Gen,Blue,,,AB-EVA114-BL,41.95,26.02
C-Link,Tablet Enclosure,Power & Cables,3-Port USB 3.0 Desk Grommet Hub,Black,,,CL-GRM4USB-BK,42.6,29.82
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Shoulder and Hand Strap Case - iPad 10.2 7-9th Gen,,,,AR-G027,60.9,41.6
Qbic,AV Hardware,Wall,Extended Warranty: 3 Years Total Coverage,BXP-100,,,BXP-100-WAR3,42.6,28.76
Qbic,AV Hardware,Wall,Extended Warranty: 3 Years Total Coverage,FHD-200,,,FHD-200-WAR1,42.61,35
Qbic,AV Hardware,Hardware,Low-Power IoT Gateway Box PC,,,,BXP-352,955.65,764.52
North Bayou,AV Hardware,AV Carts,"Electric Lift TV Cart 80""-110"" Screens",,,,NB-P320,1073.913,751.7146
Magewell,AV Hardware,Video Capture,Magewell HDMI 4K Mini Repeater,,,,MG-43010,274.48,219.58
UGreen,Tablet Enclosure,Power & Cables,UGreen 2m Lightning to USB-A Right Angled (MFI Approved),Lightning to USB A,,,UG-CABA-A,31.5,31.5
UGreen,Tablet Enclosure,Power & Cables,UGreen 2m Lightning to USB-A Right Angled (MFI Approved),USB-C to USB-C,,,UG-CABC-C,25.21,20.16
Salamander Designs,AV Hardware,AV Carts,Tech Bracket,"50"" to 70""",43cm,,SD-FPSA/SBK,372.75,316.84
Vestaboard,AV Hardware,Smart Display,Vestaboard,White,,,85-0010-I,5651.3,5086.17
Salamander Designs,AV Hardware,AV Carts,"Acadia Large 400 Wall Stand for 30""-55"" TV",,,,EP-STAND-400,346.96,260.22
Qbic,AV Hardware,Desk,"ePaper 7.5inch, 800x480 Resolution, Low Energy Display",,,,EP-0700,280.5,252.45
MXL,AV Hardware,AV Microphone,Ceiling Mount for AC360 and AC370,,,,MX-AC360-CM,59.81,47.11
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Keyboard Case for Galaxy Tab S7 FE 12.4,Without Touch Panel,Backlit,,AR-KB221-01,76.49,61.19
Lumens,AV Hardware,Camera,4K Dual Lens Speaker Tracking PTZ Camera,White,,,VC-TR60AW,5233.91,4443.28
Lumens,AV Hardware,Camera,"Lumens LC-300S Multi-Channel 4k HDMI/SDI AV Media Processor, Streaming and Recording System with 4TB HDD",,,,LC300S,16395.65,13934.99
Lumens,AV Hardware,Camera,"Lumens LC-100N Multi-Channel AV Media Processor, Streaming and Recording System with NDI|HX2 support and 2TB HDD",,,,LC100N,6216.52,5282.96
Lumens,AV Hardware,Camera,Wall mount for VC-RXX Cameras,White,,,VC-WM14W,266.34,250.67
Magewell,AV Hardware,Power & Cables,Magewell Pro Convert HDMI TX,,,,MG-64050,869.87,695.9
C-Link,Tablet Enclosure,Power & Cables,Desk Embedded 3x USB-A 2.0 Charging Port,Black,,,CL-GRM3USB-BK,28.69,20.08
Qbic,AV Hardware,Hardware,"Smart Meeting Room, RJ45 ports, RS-232 control port, Remote Configuration Center",,,,AC-210.Ex_Kit,1666.25,850
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Survivor Case - Galaxy Tab A9 8.7,,,,AR-S209-BK,46.25,37
Qbic,AV Hardware,Desk,"ePaper 4.2inch, 400x300 Resolution, Low Energy Display",,,,EP-0400,220.5,198.45
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"TPU Case - Samsung Galaxy Tab A11 8.7""",Clear,,,AB-TPU228,25.21,20.16
Qbic,AV Hardware,Hardware,"Smart Meeting Room Seat Sensor, RJ45 connection, PIR Motion and Thermo sensor",,,,AC-610,158.1,142.29
Qbic,AV Hardware,Hardware,"Smart Meeting Room Hybrid Hub RJ45 ports for lamp, sensor connections",,,,AC-210,319.3,287.37
Qbic,AV Hardware,Hardware,"Smart Meeting Room Lamp, RJ45 connection, remotely controlled, single power supply",,,,AC-212,241.025,120
Qbic,AV Hardware,Hardware,"Smart Box PC, RS-232 control port, Remote Configuration Center, ",,,,FHD-100,511.3625,346.5
Qbic,AV Hardware,Hardware,"Smart Meeting Room Sensor, RJ45 connection, 140 degree passive infrared sensor",,,,AC-211,206.925,110
Dante,AV Hardware,Power & Cables,Dante AVIO Analog Input Adapter 2x0,,,,ADP-DAI-AU-2X0,442.07,353.65
Salamander Designs,AV Hardware,AV Carts,"Acadia X-Large 600 Wall Stand for 40""-75"" TV",,,,EP-STAND-600,503.48,377.61
North Bayou,AV Hardware,Monitor Mounts,North Bayou TV Cart Shelf,,,,NB-FP-3,103.47,77.6
Salamander Designs,AV Hardware,AV Furniture,Arc Table,6 Seater,Traceless Black Velvet,,SD-AT/6P/G2/1234/BO,9007.83,9007.83
Qbic,AV Hardware,Wall,Extended Warranty: 3 Years Total Coverage,TD-1070-BH,,,TD-1070-BH-WAR3,195.95,181.95
Qbic,AV Hardware,Wall,Extended Warranty: 3 Years Total Coverage,TD-1070,,,TD-1070-WAR3,168.61,156.57
Qbic,AV Hardware,Wall,Extended Warranty: 3 Years Total Coverage,TD-0350-BH,,,TD-0350-BH-WAR3,68.36,63.47
Qbic,AV Hardware,Wall,Extended Warranty: 3 Years Total Coverage,TD-0350,,,TD-0350-WAR3,47.85,44.43
Dante,AV Hardware,Power & Cables,Dante AVIO USBC IO Adapter 2x2,,,,ADP-USBC-AU-2X2,353.02,282.41
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Waterproof Case (IP68) - iPad Pro 11 5th Gen,,,,AR-W118,78.25,66.51
Beilink,Tablet Enclosure,Power & Cables,Cat 7 Ethernet Cable ideal for gaming,8m,,,AM-CABCAT7-8B,38,25
Apple,Tablet Enclosure,Tablets,Apple iPad 11-inch (A16) - Silver 128GB Storage - WiFi,,,,AP-MD3Y4X-A,607.82,547.04
North Bayou,AV Hardware,AV Mounts,"Ergonomic Interactive Ceiling Mount 32""-65"" Screens",Load Capacity: 68kg,,,NB-T560-15,65.2174,41.2
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Clear Defender Phone Case - iPhone 15,,,,AR-PCD115,30.42,18.25
Magewell,AV Hardware,Power & Cables,Magewell Pro Capture Quad HDMI,,,,MG-11100,2032.4,1625.92
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"Survivor Case - iPad 11"" 11th Gen Built-In Screen Protector",Blue,,,AR-S119-BL-SP,66.6,46.25
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Survivor Case - iPad 10.9 10th Gen Built-In Screen Protector,Blue,,,AR-S114-BL-SP,66.6,46.25
Beilink,Tablet Enclosure,Power & Cables,Cat 7 Ethernet Cable ideal for gaming,5m,,,AM-CABCAT7-5B,35,22
Newnex,AV Hardware,Power & Cables,USB 3.1 USB-C to USB-C (6.3mm OD) C Male Straight to C Male Straight - 5m,,,,U4SLC01C01-050,505.7,404.56
Qbic,AV Hardware,Wall,"Luminen 15.6"" - Smart Control with Touch Screen, Gateway and Mini Server",,,,HC-1570N,2220.67,1998.6
Salamander Designs,AV Hardware,AV Bundle,Acadia Pro Player Rack,,,,EP-STAND-PRO-PR,233.91,175.43
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Shoulder and Hand Strap Case - Surface Go 2/3/4,,,,AR-G304,60.9,48.72
Sprocket,Tablet Enclosure,Floorstand,Totem Full branded stand with printer holder for iPad,iPad 11.0 11th Gen,Black,Custom,SP-TP119-CB,1564.34,1407.9
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"Ultra-Slim Shield Case with Shoulder and Hand Strap with Built-In Screen Protector - iPad 11"" 11th Gen",,,,AR-D119,56.52,48.04
Generic - Grip Case,Tablet Enclosure,Tablet Cases,"Ultra-Slim Shield Case - iPad Air 13"" M2 & M3",,,,AR-D116,56.52,48.04
Generic - Grip Case,Tablet Enclosure,Tablet Cases,Shoulder and Hand Strap Case - Lenovo tab M11,,,,AR-G611,33.913,23.7391
Generic - Grip Case,Tablet Enclosure,Tablet Cases,EVA Shockproof Case  - iPad 10.9 10th Gen,Purple,,,AB-EVA114-PU,41.95,26.02
Magewell,AV Hardware,Video Capture,Pro Convert Audio DX - Bi-Directional Dante Audio Encoder/Decoder with Analog Stereo Input/Output,,,,MG-64260,1015.93,903.05
Magewell,AV Hardware,Power & Cables,Modator Controller 2U - A standalone controller that hosts Magewell proprietary blades in the Modator product line for central management of power supply and heat dissipation. The form factor is 2U and comes with a touch screen.,,,,MG-B52200000,4155.27,3739.75
